  36.64
 200.00
1452362241
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 12 17 12	34196.14	0.59	263.93	0.00	5.57	5.57	809.12
1993 12 18 12	34158.19	0.00	267.98	0.00	4.23	4.23	676.91
1993 12 19 12	34158.19	0.00	271.86	0.00	3.01	3.01	560.01
1993 12 20 12	34158.19	0.19	173.62	0.00	4.03	4.03	659.12
1993 12 21 12	34158.19	0.00	276.77	0.00	2.09	2.09	449.59
1993 12 22 12	34158.19	0.00	206.03	0.00	0.80	0.80	400.69
1993 12 23 12	34158.19	0.00	274.55	0.00	-2.25	-2.25	303.43
1993 12 24 12	34196.14	0.00	206.77	0.00	-0.62	-0.62	370.29
1993 12 25 12	34196.14	0.30	247.10	0.00	0.01	0.01	408.08
1993 12 26 12	34213.26	0.24	268.50	0.00	1.17	1.17	436.61
1993 12 27 12	34214.40	0.81	228.70	0.00	4.11	4.11	564.12
1993 12 28 12	34214.40	1.00	71.69	0.00	-2.79	-2.79	424.87
1993 12 29 12	34214.40	0.94	282.48	0.00	-2.12	-2.12	372.25
1993 12 30 12	34214.40	0.00	267.77	0.00	-4.44	-4.44	255.91
1993 12 31 12	34214.40	0.05	280.23	0.00	0.20	0.20	392.82
1994 01 01 12	34214.40	0.00	258.55	0.00	4.27	4.27	628.12
1994 01 02 12	34250.24	0.00	154.66	0.00	1.55	1.55	576.13
1994 01 03 12	34331.54	3.15	129.01	0.00	1.61	1.61	625.90
1994 01 04 12	34419.14	0.30	204.56	0.00	-0.67	-0.67	510.93
1994 01 05 12	34541.75	0.00	246.51	0.00	-1.52	-1.52	478.00
1994 01 06 12	34560.00	0.00	255.77	0.00	3.06	3.06	700.46
1994 01 07 12	34560.00	0.03	246.60	0.00	-3.76	-3.76	348.63
1994 01 08 12	34560.00	0.00	270.61	0.00	-6.31	-6.31	232.03
1994 01 09 12	34560.71	0.00	267.67	0.00	-1.64	-1.64	365.85
1994 01 10 12	34719.97	2.58	77.40	0.00	0.78	0.78	481.65
1994 01 11 12	34849.39	3.53	141.59	0.00	3.91	3.91	724.92
1994 01 12 12	34905.60	0.21	270.26	0.00	4.30	4.30	718.21
1994 01 13 12	34905.60	0.00	218.43	0.00	3.80	3.80	626.85
1994 01 14 12	34905.60	0.06	125.53	0.00	-3.19	-3.19	336.02
1994 01 15 12	35022.75	2.42	175.95	0.00	-10.33	-10.33	203.67
1994 01 16 12	35195.00	5.92	110.61	0.00	-9.64	-9.64	268.06
1994 01 17 12	35251.20	8.39	263.67	0.00	-6.58	-6.58	337.57
1994 01 18 12	35251.20	0.07	277.31	0.00	-14.14	-14.14	149.04
1994 01 19 12	35287.04	0.00	282.59	0.00	-13.22	-13.22	172.24
1994 01 20 12	35498.48	0.08	199.50	0.00	-4.82	-4.82	345.04
1994 01 21 12	35596.80	1.01	293.83	0.00	-4.50	-4.50	362.42
1994 01 22 12	35596.80	0.00	160.69	0.00	0.60	0.60	536.46
1994 01 23 12	35632.64	1.92	263.88	0.00	5.67	5.67	798.08
1994 01 24 12	35886.19	0.38	241.80	0.00	6.59	6.59	861.67
1994 01 25 12	35942.40	3.97	257.11	0.00	9.77	9.77	1041.79
1994 01 26 12	35942.40	11.97	115.80	0.00	10.09	10.09	1161.23
1994 01 27 12	36102.37	10.59	243.22	0.00	12.78	12.78	1360.29
1994 01 28 12	36288.00	0.60	262.89	0.00	1.77	1.77	568.04
1994 01 29 12	36288.00	0.00	254.43	0.00	-1.15	-1.15	423.12
1994 01 30 12	36323.84	0.00	207.80	0.00	-0.30	-0.30	440.31
1994 01 31 12	36632.46	0.02	245.30	0.00	-3.86	-3.86	221.93
1994 02 01 12	36633.60	0.00	220.44	0.00	-4.14	-4.14	203.51
1994 02 02 12	36634.31	0.00	306.28	0.00	-0.34	-0.34	317.26
1994 02 03 12	36960.94	0.00	313.77	0.00	0.44	0.44	368.11
1994 02 04 12	36979.20	0.03	165.45	0.00	3.39	3.39	570.32
1994 02 05 12	36979.20	0.08	258.89	0.00	4.58	4.58	690.59
1994 02 06 12	37306.55	0.00	322.18	0.00	5.03	5.03	535.85
1994 02 07 12	37324.80	0.00	280.42	0.00	5.39	5.39	645.46
1994 02 08 12	37324.80	0.27	252.50	0.00	8.70	8.70	1030.04
1994 02 09 12	37669.26	4.36	210.93	0.00	-2.96	-2.96	458.66
1994 02 10 12	37670.40	0.57	310.28	0.00	-7.29	-7.29	288.73
1994 02 11 12	37706.24	0.31	334.49	0.00	-1.57	-1.57	393.30
1994 02 12 12	38016.00	0.63	244.96	0.00	1.35	1.35	604.00
1994 02 13 12	38016.00	0.00	348.46	0.00	0.62	0.62	454.41
1994 02 14 12	38133.14	0.00	344.31	0.00	3.43	3.43	416.58
1994 02 15 12	38361.60	0.00	337.50	0.00	5.57	5.57	489.85
1994 02 16 12	38361.60	0.00	349.25	0.00	7.10	7.10	543.31
1994 02 17 12	38651.00	0.00	327.63	0.00	8.13	8.13	696.06
1994 02 18 12	38707.20	1.67	292.48	0.00	10.44	10.44	873.28
1994 02 19 12	38707.20	3.20	207.82	0.00	14.58	14.58	1343.16
1994 02 20 12	39052.80	18.17	297.64	0.00	15.39	15.39	1450.34
1994 02 21 12	39052.80	0.02	347.11	0.00	10.29	10.29	1033.29
1994 02 22 12	39257.54	41.94	131.85	0.00	6.75	6.75	907.15
1994 02 23 12	39398.40	2.82	196.36	0.00	4.79	4.79	818.21
1994 02 24 12	39398.40	0.00	350.39	0.00	-1.02	-1.02	380.87
1994 02 25 12	39744.00	0.00	357.03	0.00	1.58	1.58	512.28
1994 02 26 12	39744.00	0.00	335.79	0.00	-6.12	-6.12	227.16
1994 02 27 12	39861.14	1.63	272.85	0.00	-2.91	-2.91	331.04
1994 02 28 12	40089.60	2.17	155.99	0.00	0.86	0.86	496.71
1994 03 01 12	40089.60	10.03	165.47	0.00	4.29	4.29	758.01
1994 03 02 12	40435.20	0.11	380.31	0.00	2.93	2.93	612.65
1994 03 03 12	40435.20	0.00	418.90	0.00	5.19	5.19	657.20
1994 03 04 12	40639.94	0.00	419.67	0.00	12.03	12.03	945.95
1994 03 05 12	40780.80	0.00	426.79	0.00	11.41	11.41	831.75
1994 03 06 12	40780.80	0.00	404.56	0.00	13.46	13.46	1041.91
1994 03 07 12	41126.40	12.80	188.74	0.00	13.21	13.21	1312.91
1994 03 08 12	41126.40	22.39	202.58	0.00	4.54	4.54	685.45
1994 03 09 12	41472.00	12.55	152.78	0.00	-0.29	-0.29	513.36
1994 03 10 12	41472.00	0.07	442.39	0.00	0.73	0.73	489.53
1994 03 11 12	41472.00	0.00	437.72	0.00	6.31	6.31	620.72
1994 03 12 12	41817.60	1.00	329.91	0.00	8.21	8.21	750.01
1994 03 13 12	41817.60	1.65	374.42	0.00	10.06	10.06	874.84
1994 03 14 12	42163.20	0.06	441.23	0.00	10.05	10.05	775.26
1994 03 15 12	42163.20	0.08	453.68	0.00	11.48	11.48	792.54
1994 03 16 12	42199.04	0.00	455.93	0.00	5.79	5.79	583.14
1994 03 17 12	42508.80	0.00	428.07	0.00	7.75	7.75	744.19
1994 03 18 12	42508.80	0.03	461.61	0.00	14.23	14.23	1027.06
1994 03 19 12	42854.40	0.00	396.65	0.00	11.97	11.97	769.71
1994 03 20 12	42854.40	0.00	339.24	0.00	16.90	16.90	1543.64
1994 03 21 12	43200.00	0.00	461.75	0.00	15.00	15.00	1332.03
1994 03 22 12	43200.00	0.00	467.69	0.00	10.67	10.67	704.97
1994 03 23 12	43200.00	0.00	442.89	0.00	14.41	14.41	1192.19
1994 03 24 12	43545.60	1.87	301.20	0.00	14.52	14.52	1249.38
1994 03 25 12	43545.60	0.54	465.24	0.00	7.02	7.02	678.66
1994 03 26 12	43891.20	29.68	173.89	0.00	8.14	8.14	944.59
1994 03 27 12	43891.20	9.61	279.51	0.00	9.13	9.13	1009.48
1994 03 28 12	44200.96	0.82	312.55	0.00	5.26	5.26	622.58
1994 03 29 12	44236.80	0.00	266.96	0.00	5.13	5.13	582.39
1994 03 30 12	44236.80	0.00	263.07	0.00	4.77	4.77	633.80
1994 03 31 12	44582.40	0.00	484.88	0.00	5.21	5.21	554.73
1994 04 01 12	44582.40	0.92	469.02	0.00	9.74	9.74	821.69
1994 04 02 12	44928.00	1.72	364.99	0.00	14.54	14.54	1125.82
1994 04 03 12	44928.00	10.14	493.30	0.00	9.69	9.69	951.70
1994 04 04 12	44928.00	0.93	464.70	0.00	8.46	8.46	782.38
1994 04 05 12	45273.60	13.69	232.77	0.00	11.65	11.65	1192.25
1994 04 06 12	45273.60	8.47	270.47	0.00	4.48	4.48	746.29
1994 04 07 12	45619.20	0.05	501.14	0.00	4.60	4.60	592.01
1994 04 08 12	45619.20	2.50	385.16	0.00	8.34	8.34	885.22
1994 04 09 12	45760.06	4.63	329.63	0.00	14.02	14.02	1300.39
1994 04 10 12	45964.80	20.34	315.62	0.00	19.02	19.02	1887.58
1994 04 11 12	45964.80	32.95	282.05	0.00	16.46	16.46	1685.56
1994 04 12 12	46310.40	17.17	440.80	0.00	15.55	15.55	1467.02
1994 04 13 12	46310.40	0.00	510.07	0.00	11.69	11.69	907.86
1994 04 14 12	46538.86	1.84	483.49	0.00	17.32	17.32	1419.81
1994 04 15 12	46656.00	4.04	381.74	0.00	17.90	17.90	1716.16
1994 04 16 12	46656.00	0.01	515.68	0.00	11.10	11.10	818.22
1994 04 17 12	47001.60	0.00	507.80	0.00	15.13	15.13	987.77
1994 04 18 12	47001.60	0.00	501.13	0.00	17.28	17.28	1183.12
1994 04 19 12	47142.46	1.25	442.75	0.00	17.44	17.44	1373.72
1994 04 20 12	47347.20	1.47	279.72	0.00	15.28	15.28	1214.15
1994 04 21 12	47347.20	1.53	372.20	0.00	16.03	16.03	1441.22
1994 04 22 12	47692.80	7.41	326.84	0.00	14.03	14.03	1326.10
1994 04 23 12	47692.80	0.16	519.60	0.00	12.24	12.24	958.97
1994 04 24 12	47749.00	0.85	499.97	0.00	16.16	16.16	1314.14
1994 04 25 12	48038.40	0.55	411.62	0.00	20.14	20.14	1906.06
1994 04 26 12	48038.40	3.32	448.93	0.00	22.46	22.46	2201.67
1994 04 27 12	48266.86	6.32	451.17	0.00	19.52	19.52	1888.27
1994 04 28 12	48384.00	43.55	227.68	0.00	20.86	20.86	2158.77
1994 04 29 12	48384.00	13.81	169.76	0.00	10.99	10.99	1187.32
1994 04 30 12	48693.76	15.74	364.52	0.00	11.06	11.06	1210.83
1994 05 01 12	48729.60	0.44	478.37	0.00	6.21	6.21	814.89
1994 05 02 12	48730.74	0.21	404.50	0.00	8.94	8.94	917.84
1994 05 03 12	49075.20	0.13	442.52	0.00	11.62	11.62	1091.67
1994 05 04 12	49075.20	0.00	442.87	0.00	15.52	15.52	1330.56
1994 05 05 12	49093.45	0.39	499.79	0.00	18.15	18.15	1484.69
1994 05 06 12	49420.80	11.70	281.49	0.00	17.74	17.74	1674.74
1994 05 07 12	49420.80	12.69	405.43	0.00	18.51	18.51	1833.17
1994 05 08 12	49439.06	0.00	400.28	0.00	11.11	11.11	1089.41
1994 05 09 12	49765.69	0.00	501.13	0.00	14.71	14.71	1309.46
1994 05 10 12	49766.40	0.00	519.25	0.00	17.65	17.65	1378.67
1994 05 11 12	49767.54	0.00	463.91	0.00	18.15	18.15	1472.17
1994 05 12 12	50076.16	0.73	395.39	0.00	21.99	21.99	2186.01
1994 05 13 12	50112.00	2.78	343.99	0.00	19.36	19.36	1956.42
1994 05 14 12	50112.00	2.56	355.79	0.00	18.25	18.25	1872.23
1994 05 15 12	50297.63	3.22	469.79	0.00	20.43	20.43	1967.67
1994 05 16 12	50457.60	0.15	514.54	0.00	19.22	19.22	1564.90
1994 05 17 12	50457.60	0.00	520.50	0.00	17.38	17.38	1386.40
1994 05 18 12	50513.81	0.00	520.67	0.00	15.67	15.67	1254.33
1994 05 19 12	50767.36	0.00	524.33	0.00	14.87	14.87	1197.24
1994 05 20 12	50803.20	0.00	493.29	0.00	14.84	14.84	1211.84
1994 05 21 12	50803.20	0.00	489.50	0.00	17.35	17.35	1399.37
1994 05 22 12	50901.52	0.05	491.69	0.00	19.56	19.56	1504.81
1994 05 23 12	51112.96	0.00	448.29	0.00	20.99	20.99	1697.34
1994 05 24 12	51148.80	0.09	489.53	0.00	21.09	21.09	1884.07
1994 05 25 12	51148.80	0.60	352.45	0.00	22.49	22.49	2151.46
1994 05 26 12	51205.00	0.24	338.15	0.00	21.92	21.92	1953.23
1994 05 27 12	51377.25	0.00	513.27	0.00	15.19	15.19	1276.26
1994 05 28 12	51494.40	0.00	437.72	0.00	16.42	16.42	1285.06
1994 05 29 12	51494.40	4.78	349.05	0.00	17.46	17.46	1606.47
1994 05 30 12	51494.40	9.95	330.83	0.00	21.38	21.38	2094.39
1994 05 31 12	51550.61	0.20	505.54	0.00	22.32	22.32	2183.25
1994 06 01 12	51680.03	0.00	508.72	0.00	24.50	24.50	2401.19
1994 06 02 12	51839.29	12.44	341.73	0.00	24.17	24.17	2390.47
1994 06 03 12	51840.00	1.07	383.12	0.00	22.99	22.99	2409.97
1994 06 04 12	51840.00	0.29	347.10	0.00	22.89	22.89	2395.68
1994 06 05 12	51840.00	1.30	414.21	0.00	24.44	24.44	2494.87
1994 06 06 12	51858.25	13.77	371.04	0.00	24.85	24.85	2558.15
1994 06 07 12	51980.86	9.92	464.32	0.00	25.17	25.17	2517.40
1994 06 08 12	52068.46	8.79	323.65	0.00	24.67	24.67	2596.47
1994 06 09 12	52149.76	1.50	394.40	0.00	22.83	22.83	2333.20
1994 06 10 12	52185.60	1.27	406.15	0.00	22.59	22.59	2281.62
1994 06 11 12	52185.60	2.72	405.83	0.00	24.23	24.23	2445.24
1994 06 12 12	52185.60	0.00	409.00	0.00	24.90	24.90	2614.42
1994 06 13 12	52185.60	0.08	488.89	0.00	25.09	25.09	2662.58
1994 06 14 12	52185.60	0.00	481.08	0.00	26.26	26.26	2725.18
1994 06 15 12	52185.60	0.40	384.63	0.00	25.54	25.54	2626.92
1994 06 16 12	52186.74	1.85	463.15	0.00	26.01	26.01	2591.12
1994 06 17 12	52203.86	0.00	445.57	0.00	25.97	25.97	2580.22
1994 06 18 12	52203.86	2.16	325.04	0.00	26.98	26.98	2711.59
1994 06 19 12	52241.81	0.95	386.62	0.00	27.63	27.63	2795.75
1994 06 20 12	52241.81	1.89	398.30	0.00	27.56	27.56	2742.06
1994 06 21 12	52241.81	4.21	365.38	0.00	27.97	27.97	2717.73
1994 06 22 12	52241.81	5.25	402.94	0.00	27.13	27.13	2701.45
1994 06 23 12	52241.81	11.45	384.15	0.00	26.01	26.01	2688.52
1994 06 24 12	52241.81	8.73	419.72	0.00	22.66	22.66	2245.30
1994 06 25 12	52203.86	0.01	523.56	0.00	23.84	23.84	2150.61
1994 06 26 12	52186.74	5.19	496.88	0.00	26.27	26.27	2599.43
1994 06 27 12	52185.60	0.09	508.94	0.00	22.63	22.63	2021.57
1994 06 28 12	52185.60	0.14	435.99	0.00	26.58	26.58	2719.25
1994 06 29 12	52185.60	0.00	534.34	0.00	24.65	24.65	2025.63
1994 06 30 12	52185.60	0.00	504.79	0.00	24.16	24.16	2029.30
1994 07 01 12	52185.60	0.00	524.00	0.00	26.04	26.04	2648.76
1994 07 02 12	52185.60	0.04	433.15	0.00	25.43	25.43	2513.55
1994 07 03 12	52184.89	0.00	447.08	0.00	26.57	26.57	2712.26
1994 07 04 12	52108.19	0.00	466.20	0.00	27.02	27.02	2920.05
1994 07 05 12	52025.63	0.00	497.53	0.00	27.88	27.88	2852.82
1994 07 06 12	51896.21	0.29	435.36	0.00	26.78	26.78	2676.79
1994 07 07 12	51841.14	8.52	327.41	0.00	26.01	26.01	2726.79
1994 07 08 12	51840.00	1.90	500.27	0.00	26.21	26.21	2656.48
1994 07 09 12	51840.00	0.03	556.64	0.00	22.53	22.53	1951.74
1994 07 10 12	51840.00	0.02	552.81	0.00	23.76	23.76	1944.20
1994 07 11 12	51762.59	0.00	551.02	0.00	23.35	23.35	2064.11
1994 07 12 12	51635.26	0.42	480.53	0.00	24.28	24.28	2306.09
1994 07 13 12	51495.54	0.75	361.86	0.00	24.59	24.59	2497.36
1994 07 14 12	51494.40	0.56	418.16	0.00	25.55	25.55	2657.08
1994 07 15 12	51494.40	2.20	309.91	0.00	25.78	25.78	2627.32
1994 07 16 12	51458.56	1.21	377.00	0.00	25.63	25.63	2527.52
1994 07 17 12	51289.66	8.30	362.02	0.00	26.07	26.07	2456.46
1994 07 18 12	51148.80	3.45	507.25	0.00	26.64	26.64	2459.76
1994 07 19 12	51148.80	2.82	469.99	0.00	27.76	27.76	2786.94
1994 07 20 12	51148.80	0.94	476.04	0.00	27.69	27.69	2768.07
1994 07 21 12	50988.83	20.63	483.33	0.00	26.99	26.99	2766.57
1994 07 22 12	50804.34	0.02	492.73	0.00	25.17	25.17	2320.19
1994 07 23 12	50803.20	1.22	508.00	0.00	25.46	25.46	2202.38
1994 07 24 12	50803.20	0.50	453.35	0.00	26.49	26.49	2506.02
1994 07 25 12	50643.23	8.30	425.72	0.00	25.91	25.91	2471.18
1994 07 26 12	50457.60	5.96	387.49	0.00	25.19	25.19	2407.41
1994 07 27 12	50457.60	5.62	464.84	0.00	20.81	20.81	1841.07
1994 07 28 12	50456.89	0.56	336.72	0.00	20.03	20.03	1782.11
1994 07 29 12	50168.21	0.06	514.99	0.00	20.72	20.72	1602.81
1994 07 30 12	50112.00	0.00	444.46	0.00	23.22	23.22	1924.18
1994 07 31 12	50112.00	0.57	445.20	0.00	23.58	23.58	2130.05
1994 08 01 12	49907.26	4.10	416.14	0.00	24.47	24.47	2282.41
1994 08 02 12	49766.40	5.67	411.57	0.00	24.80	24.80	2242.46
1994 08 03 12	49766.40	4.44	459.28	0.00	25.27	25.27	2397.04
1994 08 04 12	49606.43	1.50	390.70	0.00	25.35	25.35	2479.59
1994 08 05 12	49420.80	0.47	560.22	0.00	23.41	23.41	2144.63
1994 08 06 12	49420.80	0.00	444.65	0.00	19.62	19.62	1651.96
1994 08 07 12	49303.66	0.25	494.12	0.00	23.71	23.71	2257.63
1994 08 08 12	49075.20	0.02	548.41	0.00	25.37	25.37	2354.63
1994 08 09 12	49075.20	0.00	508.01	0.00	27.04	27.04	2373.47
1994 08 10 12	48915.23	1.14	545.96	0.00	26.71	26.71	2410.02
1994 08 11 12	48729.60	0.00	404.08	0.00	26.89	26.89	2488.73
1994 08 12 12	48729.60	0.00	538.90	0.00	27.41	27.41	2391.48
1994 08 13 12	48482.32	0.03	531.19	0.00	27.24	27.24	2500.68
1994 08 14 12	48384.00	1.95	509.23	0.00	26.40	26.40	2395.58
1994 08 15 12	48384.00	0.26	561.76	0.00	18.85	18.85	1462.93
1994 08 16 12	48039.54	0.00	566.77	0.00	19.43	19.43	1415.97
1994 08 17 12	48038.40	0.00	556.39	0.00	22.45	22.45	1541.30
1994 08 18 12	48002.56	1.30	541.12	0.00	24.20	24.20	1730.05
1994 08 19 12	47692.80	21.87	312.38	0.00	23.60	23.60	2120.57
1994 08 20 12	47692.80	11.23	307.83	0.00	24.25	24.25	2423.08
1994 08 21 12	47445.52	0.63	536.71	0.00	20.84	20.84	1765.06
1994 08 22 12	47347.20	0.00	405.84	0.00	21.71	21.71	1710.36
1994 08 23 12	47347.20	0.00	514.43	0.00	22.73	22.73	1836.02
1994 08 24 12	47001.60	0.00	521.89	0.00	23.68	23.68	2062.29
1994 08 25 12	47001.60	0.00	530.87	0.00	24.99	24.99	2293.69
1994 08 26 12	46841.63	0.39	363.94	0.00	25.07	25.07	2389.43
1994 08 27 12	46656.00	0.13	455.74	0.00	26.10	26.10	2622.04
1994 08 28 12	46656.00	0.00	367.66	0.00	26.45	26.45	2598.98
1994 08 29 12	46310.40	1.52	425.51	0.00	25.08	25.08	2460.01
1994 08 30 12	46310.40	7.30	334.97	0.00	24.96	24.96	2453.06
1994 08 31 12	46150.43	49.03	373.28	0.00	26.02	26.02	2613.62
1994 09 01 12	45964.80	54.39	166.35	0.00	18.57	18.57	1929.66
1994 09 02 12	45964.80	0.39	266.55	0.00	17.35	17.35	1614.87
1994 09 03 12	45619.20	0.37	311.14	0.00	19.60	19.60	1615.18
1994 09 04 12	45619.20	0.22	380.05	0.00	20.58	20.58	1861.40
1994 09 05 12	45329.81	8.09	380.33	0.00	24.39	24.39	2455.49
1994 09 06 12	45273.60	0.32	503.97	0.00	24.33	24.33	2283.01
1994 09 07 12	45273.60	0.00	504.46	0.00	20.50	20.50	1752.69
1994 09 08 12	44928.00	0.00	507.61	0.00	21.06	21.06	1718.78
1994 09 09 12	44928.00	0.00	508.37	0.00	22.35	22.35	1791.68
1994 09 10 12	44582.40	0.00	510.37	0.00	21.93	21.93	1727.17
1994 09 11 12	44582.40	0.12	506.37	0.00	21.91	21.91	1757.59
1994 09 12 12	44582.40	0.00	495.80	0.00	22.88	22.88	1862.67
1994 09 13 12	44236.80	0.00	462.06	0.00	24.30	24.30	2113.99
1994 09 14 12	44236.80	0.00	443.19	0.00	24.48	24.48	2196.51
1994 09 15 12	43891.20	0.00	490.52	0.00	24.02	24.02	2090.31
1994 09 16 12	43891.20	0.15	441.48	0.00	23.61	23.61	2094.07
1994 09 17 12	43545.60	0.05	458.65	0.00	20.04	20.04	1663.48
1994 09 18 12	43545.60	0.00	378.89	0.00	19.34	19.34	1519.03
1994 09 19 12	43545.60	0.00	490.84	0.00	19.10	19.10	1425.73
