  42.54
 482.00
 110286331
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 10 26 12	36979.20	0.00	342.67	0.00	5.30	5.30	659.11
1993 10 27 12	36979.20	0.17	122.30	0.00	5.66	5.66	817.65
1993 10 28 12	36633.60	0.04	207.69	0.00	5.80	5.80	764.48
1993 10 29 12	36633.60	0.00	243.11	0.00	5.53	5.53	612.19
1993 10 30 12	36612.54	5.98	173.09	0.00	6.00	6.00	692.96
1993 10 31 12	36288.00	15.32	91.76	0.00	2.61	2.61	674.12
1993 11 01 12	36288.00	13.09	80.82	0.00	0.77	0.77	593.42
1993 11 02 12	35942.40	0.32	332.27	0.00	-0.29	-0.29	443.32
1993 11 03 12	35942.40	0.37	261.05	0.00	1.80	1.80	473.63
1993 11 04 12	35596.80	0.50	271.36	0.00	3.64	3.64	649.69
1993 11 05 12	35596.80	8.42	103.59	0.00	6.51	6.51	880.24
1993 11 06 12	35575.74	3.36	245.30	0.00	7.87	7.87	926.25
1993 11 07 12	35251.20	0.00	241.61	0.00	-0.04	-0.04	437.72
1993 11 08 12	35251.20	0.00	261.40	0.00	-1.94	-1.94	398.60
1993 11 09 12	34905.60	0.00	304.20	0.00	0.57	0.57	434.51
1993 11 10 12	34905.60	0.00	305.47	0.00	1.58	1.58	455.54
1993 11 11 12	34905.60	0.00	213.75	0.00	2.88	2.88	472.68
1993 11 12 12	34560.00	4.97	224.32	0.00	4.42	4.42	596.43
1993 11 13 12	34560.00	0.00	222.71	0.00	1.69	1.69	482.23
1993 11 14 12	34346.71	11.35	198.04	0.00	9.45	9.45	1116.62
1993 11 15 12	34214.40	3.27	211.09	0.00	14.52	14.52	1438.17
1993 11 16 12	34214.40	1.08	286.07	0.00	6.51	6.51	760.03
1993 11 17 12	33868.80	13.57	131.54	0.00	3.34	3.34	653.05
1993 11 18 12	33868.80	22.53	285.02	0.00	4.32	4.32	709.49
1993 11 19 12	33868.80	0.72	154.06	0.00	2.33	2.33	563.31
1993 11 20 12	33523.20	1.03	105.21	0.00	3.45	3.45	682.76
1993 11 21 12	33523.20	0.22	248.30	0.00	-1.55	-1.55	335.79
1993 11 22 12	33523.20	0.00	271.04	0.00	2.23	2.23	440.41
1993 11 23 12	33502.14	0.00	251.47	0.00	2.27	2.27	511.61
1993 11 24 12	33177.60	0.00	192.54	0.00	3.42	3.42	614.96
1993 11 25 12	33177.60	0.00	279.93	0.00	-5.33	-5.33	239.75
1993 11 26 12	33177.60	0.00	266.35	0.00	-4.43	-4.43	187.95
1993 11 27 12	32832.00	0.61	218.54	0.00	0.51	0.51	386.07
1993 11 28 12	32832.00	34.61	85.89	0.00	9.61	9.61	1170.74
1993 11 29 12	32832.00	2.38	216.36	0.00	2.73	2.73	596.59
1993 11 30 12	32832.00	0.59	156.06	0.00	-0.20	-0.20	438.60
1993 12 01 12	32618.71	0.00	279.39	0.00	-3.25	-3.25	286.81
1993 12 02 12	32486.40	0.00	275.11	0.00	-1.32	-1.32	418.07
1993 12 03 12	32486.40	10.18	226.25	0.00	2.58	2.58	661.51
1993 12 04 12	32486.40	3.13	95.95	0.00	0.45	0.45	536.29
1993 12 05 12	32486.40	30.42	101.32	0.00	3.24	3.24	729.72
1993 12 06 12	32465.34	0.41	268.01	0.00	-0.09	-0.09	524.21
1993 12 07 12	32140.80	4.83	193.96	0.00	1.32	1.32	585.38
1993 12 08 12	32140.80	0.50	136.65	0.00	0.52	0.52	526.85
1993 12 09 12	32140.80	0.04	263.03	0.00	-0.64	-0.64	425.65
1993 12 10 12	32140.80	3.60	139.60	0.00	2.28	2.28	622.10
1993 12 11 12	32140.80	9.42	117.73	0.00	3.10	3.10	719.12
1993 12 12 12	32140.80	1.51	185.53	0.00	-7.65	-7.65	282.81
1993 12 13 12	32140.80	0.00	261.71	0.00	-5.41	-5.41	277.83
1993 12 14 12	32119.74	0.00	211.12	0.00	-1.07	-1.07	454.52
1993 12 15 12	31927.51	0.00	227.29	0.00	1.77	1.77	633.49
1993 12 16 12	31795.20	1.76	261.44	0.00	0.59	0.59	561.03
1993 12 17 12	31795.20	0.00	262.29	0.00	-3.52	-3.52	323.56
1993 12 18 12	31795.20	0.00	177.58	0.00	-1.92	-1.92	289.26
1993 12 19 12	31795.20	10.02	132.74	0.00	-0.19	-0.19	551.56
1993 12 20 12	31795.20	1.66	119.19	0.00	-0.13	-0.13	561.67
1993 12 21 12	31795.20	21.37	110.53	0.00	1.74	1.74	645.51
1993 12 22 12	31795.20	1.94	120.91	0.00	-1.12	-1.12	487.05
1993 12 23 12	31795.20	0.00	144.07	0.00	-3.44	-3.44	303.38
1993 12 24 12	31795.20	0.06	250.62	0.00	-8.52	-8.52	195.47
1993 12 25 12	31795.20	2.33	228.70	0.00	-5.11	-5.11	347.39
1993 12 26 12	31927.51	0.81	184.41	0.00	-9.18	-9.18	246.10
1993 12 27 12	32119.74	0.00	241.65	0.00	-16.95	-16.95	100.69
1993 12 28 12	32140.80	0.00	211.51	0.00	-12.55	-12.55	168.48
1993 12 29 12	32140.80	0.00	255.57	0.00	-13.45	-13.45	161.75
1993 12 30 12	32140.80	2.96	124.36	0.00	-10.04	-10.04	238.62
1993 12 31 12	32140.80	0.89	164.99	0.00	-10.96	-10.96	215.53
1994 01 01 12	32140.80	0.06	241.04	0.00	-5.69	-5.69	347.03
1994 01 02 12	32140.80	2.37	185.13	0.00	-1.40	-1.40	470.50
1994 01 03 12	32140.80	0.12	148.84	0.00	-7.27	-7.27	279.08
1994 01 04 12	32273.11	11.12	91.13	0.00	-6.57	-6.57	334.94
1994 01 05 12	32486.40	0.25	205.17	0.00	-10.34	-10.34	234.35
1994 01 06 12	32486.40	0.16	206.94	0.00	-15.97	-15.97	135.89
1994 01 07 12	32486.40	7.96	102.35	0.00	-11.86	-11.86	215.80
1994 01 08 12	32486.40	11.71	88.43	0.00	-9.93	-9.93	255.64
1994 01 09 12	32486.40	0.03	207.15	0.00	-13.67	-13.67	168.34
1994 01 10 12	32832.00	0.00	270.58	0.00	-17.09	-17.09	128.29
1994 01 11 12	32832.00	3.69	167.80	0.00	-12.94	-12.94	187.34
1994 01 12 12	32832.00	2.79	214.53	0.00	-5.24	-5.24	368.39
1994 01 13 12	32832.00	1.52	217.97	0.00	-4.48	-4.48	418.77
1994 01 14 12	33156.54	4.04	180.25	0.00	-2.68	-2.68	480.87
1994 01 15 12	33177.60	1.79	236.20	0.00	-14.61	-14.61	174.12
1994 01 16 12	33177.60	0.00	248.86	0.00	-22.44	-22.44	71.41
1994 01 17 12	33177.60	8.54	104.59	0.00	-14.02	-14.02	216.08
1994 01 18 12	33523.20	26.72	217.52	0.00	-6.67	-6.67	363.14
1994 01 19 12	33523.20	0.00	232.67	0.00	-20.96	-20.96	84.04
1994 01 20 12	33523.20	0.05	296.45	0.00	-23.22	-23.22	74.78
1994 01 21 12	33868.80	0.27	271.44	0.00	-19.68	-19.68	113.53
1994 01 22 12	33868.80	0.20	167.47	0.00	-11.90	-11.90	202.60
1994 01 23 12	33868.80	0.25	125.44	0.00	-15.89	-15.89	149.50
1994 01 24 12	34214.40	0.50	265.74	0.00	-3.81	-3.81	428.40
1994 01 25 12	34214.40	0.00	266.29	0.00	-6.30	-6.30	320.74
1994 01 26 12	34214.40	4.66	215.75	0.00	-14.29	-14.29	164.89
1994 01 27 12	34560.00	0.00	293.91	0.00	-21.72	-21.72	96.42
1994 01 28 12	34560.00	21.66	101.67	0.00	-2.97	-2.97	501.86
1994 01 29 12	34560.00	0.95	218.48	0.00	-0.35	-0.35	535.31
1994 01 30 12	34905.60	0.00	282.07	0.00	-8.83	-8.83	255.59
1994 01 31 12	34905.60	0.00	257.28	0.00	-10.23	-10.23	121.00
1994 02 01 12	35230.14	0.00	165.09	0.00	-11.26	-11.26	187.42
1994 02 02 12	35251.20	0.02	255.64	0.00	-11.86	-11.86	185.04
1994 02 03 12	35251.20	2.45	138.26	0.00	-10.80	-10.80	211.28
1994 02 04 12	35596.80	1.45	250.50	0.00	-9.24	-9.24	234.34
1994 02 05 12	35596.80	0.00	198.12	0.00	-4.42	-4.42	355.17
1994 02 06 12	35942.40	0.00	291.00	0.00	-6.02	-6.02	303.53
1994 02 07 12	35942.40	0.46	256.84	0.00	-6.47	-6.47	285.80
1994 02 08 12	35942.40	3.31	234.15	0.00	-14.67	-14.67	150.38
1994 02 09 12	36288.00	11.45	121.92	0.00	-13.56	-13.56	183.76
1994 02 10 12	36288.00	0.71	339.27	0.00	-16.39	-16.39	136.39
1994 02 11 12	36633.60	3.88	165.84	0.00	-15.55	-15.55	148.30
1994 02 12 12	36633.60	1.22	327.73	0.00	-8.59	-8.59	281.09
1994 02 13 12	36979.20	1.05	128.64	0.00	-4.72	-4.72	395.90
1994 02 14 12	36979.20	0.11	227.30	0.00	-9.60	-9.60	238.70
1994 02 15 12	37324.80	0.00	327.41	0.00	-13.28	-13.28	192.20
1994 02 16 12	37324.80	0.29	176.74	0.00	-6.61	-6.61	309.04
1994 02 17 12	37457.11	0.10	302.57	0.00	-8.76	-8.76	270.72
1994 02 18 12	37670.40	0.43	343.97	0.00	-3.51	-3.51	370.30
1994 02 19 12	37670.40	0.00	349.19	0.00	-0.84	-0.84	408.37
1994 02 20 12	38016.00	0.00	348.97	0.00	3.74	3.74	597.24
1994 02 21 12	38016.00	1.48	274.52	0.00	4.35	4.35	692.08
1994 02 22 12	38361.60	0.03	367.38	0.00	-1.37	-1.37	472.72
1994 02 23 12	38361.60	7.20	135.28	0.00	-7.61	-7.61	275.93
1994 02 24 12	38707.20	16.78	112.40	0.00	-5.07	-5.07	397.83
1994 02 25 12	38707.20	2.75	168.18	0.00	-8.50	-8.50	254.50
1994 02 26 12	39052.80	5.66	195.66	0.00	-12.68	-12.68	191.74
1994 02 27 12	39052.80	0.00	395.86	0.00	-17.85	-17.85	117.68
1994 02 28 12	39398.40	0.00	383.50	0.00	-15.11	-15.11	147.73
1994 03 01 12	39398.40	0.00	319.24	0.00	-10.00	-10.00	223.10
1994 03 02 12	39744.00	0.41	431.98	0.00	-7.97	-7.97	255.65
1994 03 03 12	39744.00	18.65	182.88	0.00	-5.12	-5.12	379.66
1994 03 04 12	40089.60	5.19	450.51	0.00	-3.74	-3.74	414.49
1994 03 05 12	40089.60	0.00	275.19	0.00	-3.62	-3.62	392.36
1994 03 06 12	40435.20	1.47	440.83	0.00	-4.13	-4.13	364.84
1994 03 07 12	40435.20	0.28	318.58	0.00	-0.61	-0.61	488.63
1994 03 08 12	40780.80	13.00	225.69	0.00	2.00	2.00	622.69
1994 03 09 12	40780.80	1.39	353.37	0.00	-3.67	-3.67	345.23
1994 03 10 12	41126.40	31.20	189.63	0.00	-0.64	-0.64	554.88
1994 03 11 12	41126.40	0.96	388.31	0.00	-1.94	-1.94	399.08
1994 03 12 12	41472.00	0.00	492.95	0.00	-5.20	-5.20	282.71
1994 03 13 12	41472.00	0.88	287.61	0.00	-0.87	-0.87	427.12
1994 03 14 12	41817.60	0.39	204.73	0.00	1.60	1.60	552.98
1994 03 15 12	41817.60	1.74	197.48	0.00	1.62	1.62	562.87
1994 03 16 12	42163.20	4.51	126.91	0.00	0.19	0.19	568.63
1994 03 17 12	42163.20	3.82	241.37	0.00	-7.69	-7.69	291.75
1994 03 18 12	42508.80	2.15	406.81	0.00	-5.91	-5.91	335.27
1994 03 19 12	42508.80	1.61	283.53	0.00	-3.68	-3.68	398.77
1994 03 20 12	42854.40	0.00	368.07	0.00	-4.17	-4.17	364.82
1994 03 21 12	42854.40	0.26	509.75	0.00	-2.42	-2.42	404.40
1994 03 22 12	43200.00	18.91	203.58	0.00	0.70	0.70	572.07
1994 03 23 12	43545.60	0.09	507.17	0.00	2.26	2.26	519.48
1994 03 24 12	43545.60	0.00	410.17	0.00	7.14	7.14	629.83
1994 03 25 12	43891.20	0.00	463.38	0.00	5.14	5.14	620.71
1994 03 26 12	43891.20	0.00	517.95	0.00	-0.08	-0.08	435.39
1994 03 27 12	44236.80	9.10	176.53	0.00	0.00	0.00	463.28
1994 03 28 12	44236.80	3.77	301.75	0.00	2.63	2.63	643.72
1994 03 29 12	44582.40	3.27	254.33	0.00	1.08	1.08	536.12
1994 03 30 12	44582.40	0.14	250.62	0.00	0.64	0.64	491.21
1994 03 31 12	44928.00	0.00	423.45	0.00	-0.81	-0.81	406.24
1994 04 01 12	44928.00	0.00	498.38	0.00	2.54	2.54	482.13
1994 04 02 12	45273.60	0.00	314.58	0.00	3.38	3.38	505.44
1994 04 03 12	45273.60	2.90	248.38	0.00	5.96	5.96	744.99
1994 04 04 12	45619.20	3.33	517.81	0.00	3.64	3.64	615.79
1994 04 05 12	45619.20	0.00	475.40	0.00	5.27	5.27	530.91
1994 04 06 12	45964.80	9.57	179.26	0.00	7.75	7.75	856.68
1994 04 07 12	45964.80	14.11	156.52	0.00	5.14	5.14	839.32
1994 04 08 12	46310.40	0.28	535.97	0.00	0.77	0.77	385.36
1994 04 09 12	46310.40	0.00	367.73	0.00	3.59	3.59	407.42
1994 04 10 12	46656.00	13.13	156.35	0.00	7.38	7.38	901.42
1994 04 11 12	46656.00	2.48	522.99	0.00	5.54	5.54	626.51
1994 04 12 12	47001.60	7.23	226.46	0.00	4.80	4.80	519.86
1994 04 13 12	47001.60	16.51	200.51	0.00	6.88	6.88	949.78
1994 04 14 12	47347.20	5.40	306.95	0.00	9.72	9.72	1042.56
1994 04 15 12	47347.20	1.02	522.27	0.00	13.16	13.16	973.80
1994 04 16 12	47692.80	18.51	227.21	0.00	12.41	12.41	1122.67
1994 04 17 12	47692.80	0.50	242.21	0.00	6.08	6.08	623.00
1994 04 18 12	48038.40	0.95	445.49	0.00	4.02	4.02	504.15
1994 04 19 12	48038.40	4.26	414.14	0.00	9.39	9.39	795.97
1994 04 20 12	48384.00	0.00	510.39	0.00	7.33	7.33	593.16
1994 04 21 12	48384.00	0.00	364.64	0.00	3.06	3.06	423.20
1994 04 22 12	48729.60	0.00	472.54	0.00	2.85	2.85	415.12
1994 04 23 12	48729.60	0.00	548.05	0.00	3.46	3.46	403.05
1994 04 24 12	48942.89	0.01	437.42	0.00	9.40	9.40	591.48
1994 04 25 12	49075.20	0.22	135.22	0.00	12.53	12.53	1159.19
1994 04 26 12	49075.20	4.93	374.71	0.00	9.84	9.84	1027.55
1994 04 27 12	49420.80	2.34	486.86	0.00	16.79	16.79	1392.97
1994 04 28 12	49420.80	2.28	486.73	0.00	11.93	11.93	963.97
1994 04 29 12	49766.40	0.38	188.10	0.00	8.00	8.00	766.72
1994 04 30 12	49766.40	0.18	513.84	0.00	11.63	11.63	1006.11
1994 05 01 12	50112.00	18.65	291.57	0.00	12.46	12.46	1182.51
1994 05 02 12	50112.00	0.14	344.91	0.00	5.70	5.70	675.58
1994 05 03 12	50457.60	0.06	530.37	0.00	5.67	5.67	520.70
1994 05 04 12	50457.60	0.00	488.56	0.00	9.03	9.03	536.17
1994 05 05 12	50457.60	1.20	206.45	0.00	6.84	6.84	736.23
1994 05 06 12	50803.20	5.07	296.98	0.00	8.42	8.42	813.83
1994 05 07 12	50803.20	0.44	516.55	0.00	8.83	8.83	886.93
1994 05 08 12	51148.80	22.60	129.32	0.00	8.55	8.55	1030.22
1994 05 09 12	51148.80	0.11	503.25	0.00	10.92	10.92	1004.85
1994 05 10 12	51169.86	0.29	481.99	0.00	9.47	9.47	791.24
1994 05 11 12	51494.40	0.50	457.70	0.00	7.86	7.86	673.98
1994 05 12 12	51494.40	12.48	261.47	0.00	10.43	10.43	983.96
1994 05 13 12	51840.00	0.45	401.39	0.00	4.61	4.61	614.81
1994 05 14 12	51840.00	0.19	463.06	0.00	5.31	5.31	586.53
1994 05 15 12	51840.00	1.23	296.51	0.00	10.17	10.17	775.64
1994 05 16 12	52185.60	29.58	227.45	0.00	11.58	11.58	1254.42
1994 05 17 12	52185.60	2.36	172.95	0.00	8.62	8.62	1004.60
1994 05 18 12	52185.60	0.07	264.16	0.00	8.75	8.75	935.70
1994 05 19 12	52531.20	1.75	146.72	0.00	7.10	7.10	899.41
1994 05 20 12	52531.20	0.34	463.37	0.00	9.11	9.11	886.24
1994 05 21 12	52531.20	0.00	527.78	0.00	11.96	11.96	933.47
1994 05 22 12	52876.80	0.00	498.92	0.00	18.14	18.14	1240.09
1994 05 23 12	52876.80	0.02	466.60	0.00	18.60	18.60	1409.44
1994 05 24 12	52876.80	0.10	460.33	0.00	16.60	16.60	1404.84
1994 05 25 12	53222.40	5.15	341.18	0.00	15.93	15.93	1388.65
1994 05 26 12	53222.40	8.83	334.18	0.00	15.53	15.53	1502.59
1994 05 27 12	53222.40	5.33	344.27	0.00	9.06	9.06	981.53
1994 05 28 12	53243.46	1.14	461.06	0.00	7.29	7.29	687.70
1994 05 29 12	53568.00	0.10	337.88	0.00	12.04	12.04	1041.37
1994 05 30 12	53568.00	0.52	509.34	0.00	16.08	16.08	1316.66
1994 05 31 12	53568.00	0.16	511.57	0.00	18.68	18.68	1643.89
1994 06 01 12	53568.00	1.85	347.44	0.00	17.60	17.60	1633.92
1994 06 02 12	53913.60	1.09	251.16	0.00	8.94	8.94	889.41
1994 06 03 12	53913.60	0.00	418.77	0.00	10.32	10.32	979.21
1994 06 04 12	53913.60	0.00	516.33	0.00	13.38	13.38	981.21
1994 06 05 12	53913.60	0.00	492.79	0.00	16.74	16.74	1161.61
1994 06 06 12	53913.60	1.74	216.15	0.00	15.85	15.85	1493.78
1994 06 07 12	54126.89	11.74	391.60	0.00	18.86	18.86	1837.97
1994 06 08 12	54259.20	0.00	402.09	0.00	15.40	15.40	1396.72
1994 06 09 12	54259.20	0.00	523.34	0.00	12.39	12.39	1044.66
1994 06 10 12	54259.20	0.00	532.75	0.00	14.39	14.39	1075.69
1994 06 11 12	54259.20	0.78	354.42	0.00	15.33	15.33	1068.14
1994 06 12 12	54259.20	14.41	364.92	0.00	15.86	15.86	1545.13
1994 06 13 12	54259.20	4.40	331.37	0.00	18.82	18.82	1911.62
1994 06 14 12	54259.20	26.64	371.18	0.00	21.25	21.25	2183.26
1994 06 15 12	54280.26	2.40	476.90	0.00	23.53	23.53	2262.39
1994 06 16 12	54472.49	0.00	495.15	0.00	22.54	22.54	2273.22
1994 06 17 12	54604.80	0.00	477.04	0.00	23.71	23.71	2509.02
1994 06 18 12	54604.80	0.02	434.62	0.00	26.02	26.02	2696.03
1994 06 19 12	54604.80	0.52	418.30	0.00	24.14	24.14	2327.29
1994 06 20 12	54604.80	0.24	495.76	0.00	19.04	19.04	1528.56
1994 06 21 12	54604.80	5.79	260.74	0.00	18.08	18.08	1705.73
1994 06 22 12	54604.80	1.31	518.45	0.00	18.60	18.60	1651.97
1994 06 23 12	54604.80	0.00	513.87	0.00	17.58	17.58	1419.45
1994 06 24 12	54604.80	2.98	144.03	0.00	17.52	17.52	1602.14
1994 06 25 12	54604.80	4.04	290.58	0.00	18.34	18.34	1951.49
1994 06 26 12	54604.80	0.27	495.30	0.00	20.02	20.02	1888.37
1994 06 27 12	54472.49	3.83	345.65	0.00	20.26	20.26	1883.23
1994 06 28 12	54280.26	7.80	272.20	0.00	18.01	18.01	1852.83
1994 06 29 12	54259.20	11.32	337.20	0.00	19.36	19.36	1925.83
1994 06 30 12	54259.20	2.72	331.26	0.00	19.42	19.42	1983.89
1994 07 01 12	54259.20	3.25	368.50	0.00	19.02	19.02	1857.73
1994 07 02 12	54259.20	0.16	500.25	0.00	20.97	20.97	1913.57
1994 07 03 12	54259.20	1.60	510.21	0.00	21.14	21.14	1963.18
1994 07 04 12	54259.20	0.00	521.87	0.00	18.65	18.65	1437.44
1994 07 05 12	54259.20	0.13	493.70	0.00	19.82	19.82	1772.29
1994 07 06 12	53934.66	0.36	457.46	0.00	23.66	23.66	2403.12
1994 07 07 12	53913.60	2.43	418.33	0.00	24.97	24.97	2433.55
1994 07 08 12	53913.60	5.55	376.41	0.00	24.96	24.96	2453.41
1994 07 09 12	53913.60	1.57	317.71	0.00	24.18	24.18	2500.06
1994 07 10 12	53913.60	2.53	419.93	0.00	22.41	22.41	2136.74
1994 07 11 12	53781.29	0.00	489.06	0.00	17.11	17.11	1533.04
1994 07 12 12	53568.00	0.00	493.38	0.00	18.65	18.65	1527.08
1994 07 13 12	53568.00	2.14	429.22	0.00	21.39	21.39	1982.27
1994 07 14 12	53568.00	0.96	459.43	0.00	20.35	20.35	1833.55
1994 07 15 12	53568.00	0.69	226.23	0.00	18.45	18.45	1901.62
1994 07 16 12	53222.40	1.12	428.88	0.00	20.46	20.46	2050.48
1994 07 17 12	53222.40	0.00	336.79	0.00	21.23	21.23	2029.77
1994 07 18 12	53222.40	15.72	329.89	0.00	20.64	20.64	2063.30
1994 07 19 12	52897.86	0.59	363.51	0.00	21.49	21.49	2174.80
1994 07 20 12	52876.80	9.52	349.90	0.00	23.64	23.64	2376.99
1994 07 21 12	52876.80	4.22	458.94	0.00	24.50	24.50	2481.10
1994 07 22 12	52876.80	6.72	370.02	0.00	22.61	22.61	2305.27
1994 07 23 12	52531.20	16.88	403.87	0.00	22.19	22.19	2232.01
1994 07 24 12	52531.20	3.18	391.04	0.00	21.70	21.70	2145.59
1994 07 25 12	52531.20	2.93	402.18	0.00	22.76	22.76	2168.11
1994 07 26 12	52185.60	12.55	406.06	0.00	22.29	22.29	2076.60
1994 07 27 12	52185.60	1.99	456.32	0.00	20.79	20.79	1900.36
1994 07 28 12	52185.60	20.70	239.97	0.00	18.93	18.93	1893.20
1994 07 29 12	51840.00	0.70	484.16	0.00	20.07	20.07	1909.47
1994 07 30 12	51840.00	1.66	350.60	0.00	21.00	21.00	1973.44
1994 07 31 12	51494.40	0.27	461.37	0.00	21.75	21.75	2031.12
1994 08 01 12	51494.40	0.03	454.22	0.00	21.58	21.58	1988.16
1994 08 02 12	51494.40	0.65	457.00	0.00	21.78	21.78	2006.99
1994 08 03 12	51148.80	9.54	395.20	0.00	21.83	21.83	2025.85
1994 08 04 12	51148.80	0.44	453.11	0.00	22.53	22.53	2166.37
1994 08 05 12	50824.26	5.35	247.73	0.00	20.01	20.01	2006.40
1994 08 06 12	50803.20	1.43	535.00	0.00	12.58	12.58	1111.49
1994 08 07 12	50803.20	0.00	512.28	0.00	14.61	14.61	1035.60
1994 08 08 12	50457.60	0.00	432.16	0.00	16.90	16.90	1299.27
1994 08 09 12	50457.60	0.00	500.78	0.00	18.14	18.14	1611.10
1994 08 10 12	50112.00	0.51	476.67	0.00	18.49	18.49	1684.42
1994 08 11 12	50112.00	0.00	296.66	0.00	14.61	14.61	1256.35
1994 08 12 12	49787.46	4.39	368.55	0.00	17.06	17.06	1582.87
1994 08 13 12	49766.40	13.57	323.63	0.00	20.57	20.57	2111.74
1994 08 14 12	49766.40	20.39	239.22	0.00	20.64	20.64	2114.71
1994 08 15 12	49420.80	1.05	373.56	0.00	14.17	14.17	1300.25
1994 08 16 12	49420.80	0.00	456.50	0.00	15.16	15.16	1344.42
1994 08 17 12	49075.20	1.39	354.93	0.00	17.40	17.40	1648.76
1994 08 18 12	49075.20	41.94	183.35	0.00	17.58	17.58	1902.10
1994 08 19 12	48729.60	1.84	386.97	0.00	18.35	18.35	1875.23
1994 08 20 12	48729.60	0.00	423.79	0.00	19.69	19.69	1974.88
1994 08 21 12	48384.00	12.67	240.23	0.00	20.18	20.18	2149.05
1994 08 22 12	48384.00	13.17	156.65	0.00	16.71	16.71	1767.60
1994 08 23 12	48038.40	0.62	515.25	0.00	13.16	13.16	1194.61
1994 08 24 12	48038.40	0.25	507.54	0.00	14.21	14.21	1168.09
1994 08 25 12	47692.80	1.10	436.17	0.00	16.16	16.16	1467.93
1994 08 26 12	47692.80	0.34	403.61	0.00	19.63	19.63	1921.41
1994 08 27 12	47347.20	1.26	394.26	0.00	20.53	20.53	1951.24
1994 08 28 12	47347.20	0.37	412.54	0.00	20.45	20.45	1909.55
1994 08 29 12	47001.60	7.28	504.26	0.00	18.91	18.91	1649.48
1994 08 30 12	47001.60	0.04	500.76	0.00	13.45	13.45	1133.94
1994 08 31 12	46656.00	0.00	198.59	0.00	13.56	13.56	1253.52
1994 09 01 12	46656.00	0.02	367.23	0.00	16.67	16.67	1561.28
1994 09 02 12	46310.40	0.00	448.64	0.00	11.73	11.73	998.31
1994 09 03 12	46310.40	0.00	357.49	0.00	12.87	12.87	1012.17
1994 09 04 12	45964.80	0.00	316.03	0.00	12.95	12.95	1034.20
1994 09 05 12	45964.80	0.62	403.49	0.00	11.68	11.68	1025.82
1994 09 06 12	45619.20	0.11	389.37	0.00	11.72	11.72	1014.97
1994 09 07 12	45619.20	0.32	342.25	0.00	12.48	12.48	1089.01
1994 09 08 12	45273.60	0.62	381.44	0.00	14.20	14.20	1269.30
1994 09 09 12	45273.60	3.89	333.51	0.00	15.82	15.82	1369.69
1994 09 10 12	44928.00	1.49	396.73	0.00	11.88	11.88	1046.49
1994 09 11 12	44928.00	0.00	304.28	0.00	11.22	11.22	1028.87
1994 09 12 12	44582.40	0.00	422.76	0.00	12.62	12.62	1140.13
1994 09 13 12	44582.40	0.30	306.58	0.00	16.65	16.65	1573.01
1994 09 14 12	44236.80	2.53	242.81	0.00	18.02	18.02	1794.94
1994 09 15 12	44236.80	0.00	442.51	0.00	15.42	15.42	1381.38
1994 09 16 12	43891.20	1.24	195.28	0.00	14.44	14.44	1326.25
1994 09 17 12	43891.20	0.21	321.69	0.00	20.60	20.60	2069.75
