  39.63
3396.00
  70935339
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 11 08 12	35942.40	0.00	328.29	0.00	-9.52	-9.52	174.94
1993 11 09 12	35942.40	0.00	323.69	0.00	-7.77	-7.77	183.81
1993 11 10 12	35596.80	0.60	313.17	0.00	-5.19	-5.19	204.50
1993 11 11 12	35596.80	0.00	249.62	0.00	-2.67	-2.67	301.35
1993 11 12 12	35596.80	14.04	259.35	0.00	-4.35	-4.35	363.34
1993 11 13 12	35251.20	0.90	296.47	0.00	-7.48	-7.48	299.44
1993 11 14 12	35251.20	1.99	268.70	0.00	-8.04	-8.04	274.42
1993 11 15 12	35251.20	0.00	309.21	0.00	-10.12	-10.12	224.41
1993 11 16 12	34905.60	0.00	305.92	0.00	-8.97	-8.97	203.71
1993 11 17 12	34905.60	0.00	280.06	0.00	-6.64	-6.64	197.68
1993 11 18 12	34905.60	0.02	202.33	0.00	-4.66	-4.66	235.49
1993 11 19 12	34847.02	4.94	300.42	0.00	-9.61	-9.61	202.04
1993 11 20 12	34560.00	0.00	299.10	0.00	-8.48	-8.48	187.99
1993 11 21 12	34560.00	0.00	290.76	0.00	-5.94	-5.94	212.99
1993 11 22 12	34560.00	0.97	245.66	0.00	-2.78	-2.78	294.57
1993 11 23 12	34214.40	2.84	188.69	0.00	-3.14	-3.14	370.78
1993 11 24 12	34214.40	6.34	173.54	0.00	-11.30	-11.30	205.19
1993 11 25 12	34214.40	0.00	204.38	0.00	-18.84	-18.84	97.15
1993 11 26 12	34214.40	1.63	194.74	0.00	-18.43	-18.43	109.80
1993 11 27 12	33868.80	0.00	288.63	0.00	-12.80	-12.80	143.68
1993 11 28 12	33868.80	0.00	258.72	0.00	-6.11	-6.11	181.43
1993 11 29 12	33868.80	0.00	269.93	0.00	-4.06	-4.06	251.69
1993 11 30 12	33868.80	0.00	254.49	0.00	-5.53	-5.53	251.04
1993 12 01 12	33868.80	0.22	254.52	0.00	-6.64	-6.64	262.40
1993 12 02 12	33523.20	0.02	220.41	0.00	-7.03	-7.03	271.92
1993 12 03 12	33523.20	1.33	267.46	0.00	-11.15	-11.15	202.28
1993 12 04 12	33523.20	0.92	255.51	0.00	-7.58	-7.58	236.09
1993 12 05 12	33523.20	0.87	263.91	0.00	-9.95	-9.95	200.26
1993 12 06 12	33523.20	0.20	250.65	0.00	-9.18	-9.18	175.33
1993 12 07 12	33523.20	0.59	259.58	0.00	-8.59	-8.59	211.16
1993 12 08 12	33256.50	0.35	253.94	0.00	-5.78	-5.78	210.06
1993 12 09 12	33177.60	0.01	250.67	0.00	-4.44	-4.44	248.52
1993 12 10 12	33177.60	0.01	254.44	0.00	-5.04	-5.04	282.06
1993 12 11 12	33177.60	0.00	246.74	0.00	-1.53	-1.53	216.16
1993 12 12 12	33177.60	2.57	215.73	0.00	-4.06	-4.06	283.79
1993 12 13 12	33177.60	5.34	260.68	0.00	-10.45	-10.45	221.83
1993 12 14 12	33177.60	0.00	255.33	0.00	-8.41	-8.41	137.50
1993 12 15 12	33177.60	0.00	148.83	0.00	-5.93	-5.93	181.12
1993 12 16 12	33177.60	5.90	228.33	0.00	-10.75	-10.75	213.65
1993 12 17 12	33177.60	0.96	252.95	0.00	-13.01	-13.01	162.60
1993 12 18 12	33177.60	0.00	234.31	0.00	-10.82	-10.82	145.80
1993 12 19 12	33177.60	0.89	227.68	0.00	-9.94	-9.94	155.56
1993 12 20 12	33177.60	5.36	255.41	0.00	-14.06	-14.06	150.62
1993 12 21 12	33177.60	0.20	178.30	0.00	-12.54	-12.54	133.90
1993 12 22 12	33177.60	1.30	251.34	0.00	-17.15	-17.15	124.81
1993 12 23 12	33177.60	1.72	235.90	0.00	-15.28	-15.28	138.13
1993 12 24 12	33177.60	0.08	197.29	0.00	-15.07	-15.07	139.54
1993 12 25 12	33177.60	0.00	252.76	0.00	-8.40	-8.40	202.50
1993 12 26 12	33177.60	0.22	247.86	0.00	-3.93	-3.93	206.35
1993 12 27 12	33177.60	0.26	200.42	0.00	-6.52	-6.52	234.18
1993 12 28 12	33177.60	4.01	249.26	0.00	-8.42	-8.42	272.16
1993 12 29 12	33177.60	0.15	256.20	0.00	-10.35	-10.35	182.49
1993 12 30 12	33177.60	0.35	256.06	0.00	-7.38	-7.38	138.82
1993 12 31 12	33177.60	0.20	199.05	0.00	-7.08	-7.08	166.55
1994 01 01 12	33177.60	0.77	240.26	0.00	-8.98	-8.98	183.32
1994 01 02 12	33177.60	2.23	257.07	0.00	-8.39	-8.39	219.16
1994 01 03 12	33464.62	0.99	139.71	0.00	-9.09	-9.09	219.58
1994 01 04 12	33523.20	0.00	243.77	0.00	-6.77	-6.77	285.58
1994 01 05 12	33523.20	1.68	173.63	0.00	-4.45	-4.45	268.18
1994 01 06 12	33523.20	10.98	180.81	0.00	-12.29	-12.29	181.94
1994 01 07 12	33523.20	0.02	260.72	0.00	-14.75	-14.75	140.24
1994 01 08 12	33523.20	0.00	261.66	0.00	-9.97	-9.97	166.77
1994 01 09 12	33810.22	0.00	237.81	0.00	-9.37	-9.37	183.57
1994 01 10 12	33868.80	0.06	266.24	0.00	-11.04	-11.04	210.22
1994 01 11 12	33868.80	0.57	265.18	0.00	-11.41	-11.41	165.18
1994 01 12 12	33868.80	0.71	260.69	0.00	-10.62	-10.62	183.66
1994 01 13 12	33868.80	0.80	261.44	0.00	-9.93	-9.93	226.14
1994 01 14 12	34155.82	1.61	269.28	0.00	-7.51	-7.51	259.20
1994 01 15 12	34214.40	0.00	272.60	0.00	-6.52	-6.52	239.92
1994 01 16 12	34214.40	1.12	195.56	0.00	-8.36	-8.36	218.81
1994 01 17 12	34214.40	0.04	240.94	0.00	-11.60	-11.60	195.10
1994 01 18 12	34501.42	0.04	276.82	0.00	-6.92	-6.92	254.16
1994 01 19 12	34560.00	0.00	282.62	0.00	-4.23	-4.23	205.06
1994 01 20 12	34560.00	0.37	283.91	0.00	-6.29	-6.29	202.48
1994 01 21 12	34560.00	0.02	288.40	0.00	-6.59	-6.59	198.62
1994 01 22 12	34905.60	0.03	288.06	0.00	-5.68	-5.68	196.03
1994 01 23 12	34905.60	0.03	287.79	0.00	-5.23	-5.23	192.04
1994 01 24 12	34905.60	3.86	258.16	0.00	-5.35	-5.35	231.65
1994 01 25 12	35192.62	0.00	282.48	0.00	-6.50	-6.50	244.91
1994 01 26 12	35251.20	6.23	248.43	0.00	-7.15	-7.15	277.27
1994 01 27 12	35251.20	2.70	208.74	0.00	-9.57	-9.57	250.28
1994 01 28 12	35538.22	1.59	276.06	0.00	-13.90	-13.90	165.77
1994 01 29 12	35596.80	0.29	245.08	0.00	-14.12	-14.12	163.32
1994 01 30 12	35596.80	2.90	233.94	0.00	-17.14	-17.14	125.95
1994 01 31 12	35883.82	0.28	313.86	0.00	-18.86	-18.86	73.07
1994 02 01 12	35942.40	0.00	325.64	0.00	-18.26	-18.26	101.45
1994 02 02 12	35942.40	0.00	329.79	0.00	-13.64	-13.64	128.41
1994 02 03 12	36288.00	0.00	317.84	0.00	-11.42	-11.42	135.46
1994 02 04 12	36288.00	0.13	307.40	0.00	-11.02	-11.02	177.57
1994 02 05 12	36288.00	0.83	336.65	0.00	-11.42	-11.42	199.12
1994 02 06 12	36633.60	0.00	332.29	0.00	-11.08	-11.08	183.72
1994 02 07 12	36633.60	0.65	263.46	0.00	-7.94	-7.94	251.34
1994 02 08 12	36712.50	9.32	294.74	0.00	-5.57	-5.57	305.12
1994 02 09 12	36979.20	6.26	325.74	0.00	-10.33	-10.33	222.02
1994 02 10 12	36979.20	2.56	327.80	0.00	-9.49	-9.49	235.41
1994 02 11 12	37324.80	5.19	299.86	0.00	-8.02	-8.02	259.34
1994 02 12 12	37324.80	7.72	356.29	0.00	-14.69	-14.69	155.71
1994 02 13 12	37324.80	0.81	358.66	0.00	-12.48	-12.48	139.34
1994 02 14 12	37670.40	0.00	357.68	0.00	-7.12	-7.12	162.86
1994 02 15 12	37670.40	0.00	362.41	0.00	-8.42	-8.42	149.54
1994 02 16 12	38016.00	0.00	342.09	0.00	-5.06	-5.06	183.33
1994 02 17 12	38016.00	0.00	318.61	0.00	-3.40	-3.40	250.11
1994 02 18 12	38361.60	0.91	328.74	0.00	-4.11	-4.11	313.33
1994 02 19 12	38361.60	0.00	283.13	0.00	-10.09	-10.09	191.71
1994 02 20 12	38361.60	1.18	372.51	0.00	-12.02	-12.02	170.74
1994 02 21 12	38707.20	0.39	270.10	0.00	-9.67	-9.67	217.81
1994 02 22 12	38707.20	5.00	328.47	0.00	-11.92	-11.92	192.36
1994 02 23 12	39052.80	1.46	379.52	0.00	-14.19	-14.19	153.18
1994 02 24 12	39052.80	1.17	335.79	0.00	-10.06	-10.06	216.12
1994 02 25 12	39398.40	1.08	366.87	0.00	-5.61	-5.61	319.76
1994 02 26 12	39398.40	0.18	373.86	0.00	-4.74	-4.74	313.21
1994 02 27 12	39398.40	0.16	317.69	0.00	-4.28	-4.28	311.67
1994 02 28 12	39744.00	1.46	247.70	0.00	-5.90	-5.90	312.74
1994 03 01 12	39744.00	1.77	373.30	0.00	-7.33	-7.33	295.54
1994 03 02 12	40089.60	0.00	403.98	0.00	-4.94	-4.94	319.76
1994 03 03 12	40089.60	0.00	411.10	0.00	-2.61	-2.61	293.96
1994 03 04 12	40435.20	0.00	410.35	0.00	-2.34	-2.34	288.71
1994 03 05 12	40435.20	0.00	394.99	0.00	-2.54	-2.54	312.37
1994 03 06 12	40780.80	0.25	347.43	0.00	-2.41	-2.41	349.41
1994 03 07 12	40780.80	4.65	405.76	0.00	-4.23	-4.23	350.55
1994 03 08 12	41067.82	2.33	320.09	0.00	-6.62	-6.62	301.01
1994 03 09 12	41126.40	1.40	427.61	0.00	-8.96	-8.96	222.84
1994 03 10 12	41126.40	0.00	432.70	0.00	-6.53	-6.53	214.30
1994 03 11 12	41472.00	0.00	388.98	0.00	-3.11	-3.11	214.71
1994 03 12 12	41472.00	4.81	387.42	0.00	-4.12	-4.12	314.28
1994 03 13 12	41817.60	0.00	431.49	0.00	-4.50	-4.50	255.87
1994 03 14 12	41817.60	0.00	428.30	0.00	-1.04	-1.04	287.36
1994 03 15 12	42163.20	0.16	436.67	0.00	-0.67	-0.67	282.82
1994 03 16 12	42163.20	0.19	421.12	0.00	1.18	1.18	263.76
1994 03 17 12	42508.80	0.25	401.73	0.00	1.12	1.12	336.16
1994 03 18 12	42508.80	0.29	398.54	0.00	-0.15	-0.15	296.70
1994 03 19 12	42854.40	0.00	415.17	0.00	0.88	0.88	404.23
1994 03 20 12	42854.40	1.33	307.07	0.00	-1.68	-1.68	357.35
1994 03 21 12	43200.00	0.45	445.53	0.00	-5.88	-5.88	212.47
1994 03 22 12	43200.00	0.00	441.74	0.00	-1.54	-1.54	301.77
1994 03 23 12	43200.00	7.63	433.48	0.00	-4.75	-4.75	268.16
1994 03 24 12	43545.60	0.76	364.47	0.00	-6.15	-6.15	277.40
1994 03 25 12	43545.60	7.08	370.75	0.00	-5.16	-5.16	303.48
1994 03 26 12	43891.20	1.85	374.71	0.00	-6.50	-6.50	290.37
1994 03 27 12	43891.20	4.16	317.60	0.00	-12.23	-12.23	161.61
1994 03 28 12	44236.80	0.91	383.45	0.00	-11.09	-11.09	189.17
1994 03 29 12	44236.80	7.12	315.79	0.00	-7.77	-7.77	252.98
1994 03 30 12	44582.40	0.50	472.49	0.00	-8.84	-8.84	174.97
1994 03 31 12	44582.40	0.00	482.66	0.00	-4.26	-4.26	202.82
1994 04 01 12	44928.00	0.31	413.55	0.00	-1.60	-1.60	251.83
1994 04 02 12	44928.00	6.05	269.29	0.00	-3.42	-3.42	318.96
1994 04 03 12	45273.60	0.00	464.12	0.00	-3.89	-3.89	307.12
1994 04 04 12	45273.60	4.15	440.39	0.00	-1.94	-1.94	319.61
1994 04 05 12	45332.18	4.75	408.00	0.00	-7.70	-7.70	264.71
1994 04 06 12	45619.20	0.42	382.71	0.00	-7.14	-7.14	248.03
1994 04 07 12	45619.20	5.72	392.49	0.00	-4.20	-4.20	305.83
1994 04 08 12	45964.80	4.20	461.68	0.00	-6.09	-6.09	264.79
1994 04 09 12	45964.80	1.63	381.06	0.00	-4.72	-4.72	317.90
1994 04 10 12	46310.40	4.39	402.72	0.00	-5.86	-5.86	317.90
1994 04 11 12	46310.40	0.91	379.88	0.00	-7.52	-7.52	278.60
1994 04 12 12	46656.00	0.04	486.36	0.00	-4.70	-4.70	278.72
1994 04 13 12	46656.00	0.31	484.38	0.00	-0.59	-0.59	302.65
1994 04 14 12	47001.60	1.63	343.40	0.00	-0.27	-0.27	325.80
1994 04 15 12	47001.60	0.17	480.14	0.00	-1.99	-1.99	298.22
1994 04 16 12	47001.60	0.52	493.56	0.00	1.50	1.50	293.43
1994 04 17 12	47347.20	0.01	473.78	0.00	4.11	4.11	307.30
1994 04 18 12	47347.20	0.01	336.50	0.00	4.78	4.78	363.60
1994 04 19 12	47692.80	0.09	421.24	0.00	5.27	5.27	413.76
1994 04 20 12	47692.80	0.30	441.60	0.00	5.71	5.71	398.95
1994 04 21 12	48038.40	0.23	476.65	0.00	6.13	6.13	439.89
1994 04 22 12	48038.40	0.25	463.15	0.00	6.45	6.45	446.32
1994 04 23 12	48038.40	0.00	485.13	0.00	6.89	6.89	390.15
1994 04 24 12	48384.00	0.00	482.08	0.00	5.49	5.49	335.65
1994 04 25 12	48384.00	5.06	420.23	0.00	1.18	1.18	325.73
1994 04 26 12	48729.60	2.99	405.00	0.00	-4.28	-4.28	309.82
1994 04 27 12	48729.60	2.11	424.88	0.00	-4.98	-4.98	312.18
1994 04 28 12	49075.20	1.18	438.80	0.00	-4.83	-4.83	282.97
1994 04 29 12	49075.20	8.96	403.71	0.00	-3.58	-3.58	324.34
1994 04 30 12	49075.20	3.43	490.76	0.00	-3.68	-3.68	351.30
1994 05 01 12	49420.80	0.59	439.25	0.00	-0.89	-0.89	352.27
1994 05 02 12	49420.80	0.75	440.24	0.00	-0.33	-0.33	364.56
1994 05 03 12	49687.50	3.63	453.13	0.00	-1.26	-1.26	304.11
1994 05 04 12	49766.40	2.32	497.31	0.00	0.95	0.95	420.39
1994 05 05 12	49766.40	0.35	475.41	0.00	6.57	6.57	488.55
1994 05 06 12	50112.00	0.00	505.25	0.00	7.45	7.45	458.20
1994 05 07 12	50112.00	0.00	504.75	0.00	6.20	6.20	395.07
1994 05 08 12	50112.00	0.00	528.44	0.00	4.84	4.84	283.11
1994 05 09 12	50457.60	0.81	445.11	0.00	3.15	3.15	450.06
1994 05 10 12	50457.60	0.91	521.51	0.00	4.31	4.31	423.53
1994 05 11 12	50516.18	0.00	527.72	0.00	5.80	5.80	369.01
1994 05 12 12	50803.20	0.06	505.21	0.00	6.19	6.19	491.13
1994 05 13 12	50803.20	2.54	419.79	0.00	6.20	6.20	446.09
1994 05 14 12	50861.78	4.07	521.11	0.00	4.76	4.76	472.05
1994 05 15 12	51148.80	0.24	474.56	0.00	6.81	6.81	397.98
1994 05 16 12	51148.80	0.00	514.79	0.00	8.62	8.62	407.65
1994 05 17 12	51148.80	0.00	528.13	0.00	8.18	8.18	338.63
1994 05 18 12	51494.40	0.00	485.42	0.00	9.21	9.21	319.84
1994 05 19 12	51494.40	0.00	533.87	0.00	8.78	8.78	361.91
1994 05 20 12	51494.40	0.03	538.43	0.00	6.35	6.35	341.73
1994 05 21 12	51840.00	0.35	537.29	0.00	3.89	3.89	286.12
1994 05 22 12	51840.00	0.00	535.57	0.00	6.45	6.45	311.23
1994 05 23 12	51840.00	0.00	496.49	0.00	8.14	8.14	325.69
1994 05 24 12	51898.58	1.69	503.26	0.00	7.90	7.90	420.27
1994 05 25 12	52185.60	1.13	501.04	0.00	7.18	7.18	444.73
1994 05 26 12	52185.60	1.59	369.66	0.00	4.99	4.99	532.63
1994 05 27 12	52185.60	0.42	498.14	0.00	6.82	6.82	513.03
1994 05 28 12	52244.18	2.62	456.72	0.00	7.80	7.80	508.27
1994 05 29 12	52531.20	4.89	518.95	0.00	7.74	7.74	505.68
1994 05 30 12	52531.20	0.00	528.54	0.00	10.62	10.62	450.96
1994 05 31 12	52531.20	0.10	492.25	0.00	11.33	11.33	482.47
1994 06 01 12	52531.20	0.97	479.51	0.00	9.86	9.86	563.03
1994 06 02 12	52589.78	0.17	483.65	0.00	8.79	8.79	547.95
1994 06 03 12	52876.80	0.10	483.54	0.00	9.98	9.98	567.42
1994 06 04 12	52876.80	0.01	498.89	0.00	9.55	9.55	466.43
1994 06 05 12	52876.80	0.01	500.84	0.00	8.99	8.99	409.00
1994 06 06 12	52876.80	0.01	500.65	0.00	9.32	9.32	451.41
1994 06 07 12	52876.80	0.00	496.83	0.00	9.74	9.74	389.18
1994 06 08 12	52935.38	0.38	501.44	0.00	7.82	7.82	406.83
1994 06 09 12	53222.40	0.00	502.08	0.00	6.36	6.36	353.38
1994 06 10 12	53222.40	0.03	496.72	0.00	5.91	5.91	392.02
1994 06 11 12	53222.40	0.77	498.47	0.00	8.61	8.61	455.32
1994 06 12 12	53222.40	0.18	484.24	0.00	11.34	11.34	472.94
1994 06 13 12	53222.40	0.00	488.29	0.00	12.30	12.30	489.06
1994 06 14 12	53222.40	0.00	480.52	0.00	12.19	12.19	444.07
1994 06 15 12	53222.40	0.00	503.48	0.00	11.56	11.56	427.40
1994 06 16 12	53222.40	0.00	503.14	0.00	11.32	11.32	432.78
1994 06 17 12	53222.40	0.19	500.18	0.00	12.42	12.42	483.29
1994 06 18 12	53222.40	0.44	473.16	0.00	13.36	13.36	614.18
1994 06 19 12	53222.40	3.06	425.95	0.00	12.13	12.13	646.31
1994 06 20 12	53222.40	5.13	422.85	0.00	10.91	10.91	740.07
1994 06 21 12	53222.40	2.58	458.60	0.00	11.73	11.73	818.16
1994 06 22 12	53222.40	12.94	408.74	0.00	10.99	10.99	785.54
1994 06 23 12	53222.40	4.57	464.55	0.00	9.53	9.53	686.39
1994 06 24 12	53222.40	0.00	491.62	0.00	12.35	12.35	538.75
1994 06 25 12	53222.40	0.00	494.40	0.00	14.73	14.73	521.29
1994 06 26 12	53222.40	0.00	502.47	0.00	15.06	15.06	504.57
1994 06 27 12	53222.40	0.00	497.41	0.00	14.26	14.26	492.70
1994 06 28 12	53222.40	0.00	435.39	0.00	12.62	12.62	469.55
1994 06 29 12	53222.40	0.01	476.60	0.00	13.13	13.13	501.93
1994 06 30 12	53222.40	0.00	490.91	0.00	13.59	13.59	519.40
1994 07 01 12	53222.40	0.05	430.72	0.00	14.36	14.36	501.14
1994 07 02 12	53222.40	0.06	418.04	0.00	13.55	13.55	527.71
1994 07 03 12	53222.40	4.12	426.76	0.00	12.65	12.65	633.60
1994 07 04 12	53143.50	0.50	432.74	0.00	11.57	11.57	536.90
1994 07 05 12	52876.80	0.00	453.27	0.00	11.81	11.81	434.39
1994 07 06 12	52876.80	0.04	453.39	0.00	12.04	12.04	430.63
1994 07 07 12	52876.80	0.93	342.85	0.00	4.96	4.96	400.86
1994 07 08 12	52876.80	0.00	448.99	0.00	6.74	6.74	483.38
1994 07 09 12	52876.80	0.46	449.50	0.00	11.38	11.38	463.38
1994 07 10 12	52876.80	0.00	399.20	0.00	13.48	13.48	426.69
1994 07 11 12	52531.20	0.00	425.15	0.00	13.99	13.99	451.01
1994 07 12 12	52531.20	0.61	442.13	0.00	12.41	12.41	457.66
1994 07 13 12	52531.20	0.00	443.26	0.00	11.57	11.57	439.70
1994 07 14 12	52531.20	0.63	444.08	0.00	10.68	10.68	502.89
1994 07 15 12	52531.20	2.34	437.10	0.00	12.39	12.39	451.54
1994 07 16 12	52185.60	0.35	435.60	0.00	12.81	12.81	532.54
1994 07 17 12	52185.60	0.12	437.97	0.00	12.59	12.59	484.33
1994 07 18 12	52185.60	0.03	404.74	0.00	13.37	13.37	455.58
1994 07 19 12	52185.60	0.00	433.18	0.00	13.23	13.23	567.05
1994 07 20 12	51840.00	0.00	437.32	0.00	10.97	10.97	675.90
1994 07 21 12	51840.00	0.00	440.69	0.00	10.33	10.33	598.06
1994 07 22 12	51840.00	0.00	442.40	0.00	13.07	13.07	484.49
1994 07 23 12	51761.10	0.05	372.87	0.00	14.13	14.13	520.96
1994 07 24 12	51494.40	3.95	410.96	0.00	13.56	13.56	707.54
1994 07 25 12	51494.40	1.12	429.15	0.00	13.54	13.54	742.90
1994 07 26 12	51494.40	0.00	432.15	0.00	12.72	12.72	644.14
1994 07 27 12	51148.80	0.04	433.35	0.00	12.10	12.10	589.10
1994 07 28 12	51148.80	0.03	390.08	0.00	11.92	11.92	503.68
1994 07 29 12	51148.80	0.58	415.04	0.00	12.44	12.44	578.03
1994 07 30 12	50803.20	0.14	383.01	0.00	12.67	12.67	561.46
1994 07 31 12	50803.20	0.94	403.30	0.00	14.02	14.02	673.96
1994 08 01 12	50803.20	8.15	381.05	0.00	11.86	11.86	773.83
1994 08 02 12	50457.60	5.11	393.70	0.00	11.50	11.50	791.77
1994 08 03 12	50457.60	1.20	418.28	0.00	11.21	11.21	682.70
1994 08 04 12	50457.60	0.08	422.28	0.00	12.37	12.37	700.11
1994 08 05 12	50112.00	0.00	410.00	0.00	13.50	13.50	671.88
1994 08 06 12	50112.00	0.02	425.47	0.00	14.90	14.90	508.36
1994 08 07 12	49824.98	0.00	418.97	0.00	14.89	14.89	472.84
1994 08 08 12	49766.40	0.00	405.55	0.00	14.29	14.29	539.51
1994 08 09 12	49766.40	3.74	348.32	0.00	13.19	13.19	770.03
1994 08 10 12	49420.80	1.59	402.31	0.00	11.51	11.51	762.99
1994 08 11 12	49420.80	2.07	415.13	0.00	13.04	13.04	784.01
1994 08 12 12	49420.80	8.28	359.43	0.00	13.09	13.09	738.18
1994 08 13 12	49075.20	0.66	399.42	0.00	12.98	12.98	712.50
1994 08 14 12	49075.20	2.40	406.93	0.00	11.04	11.04	744.51
1994 08 15 12	48729.60	1.42	411.03	0.00	11.21	11.21	566.71
1994 08 16 12	48729.60	0.01	408.18	0.00	13.41	13.41	566.33
1994 08 17 12	48650.70	3.02	406.38	0.00	13.85	13.85	608.37
1994 08 18 12	48384.00	3.02	383.44	0.00	14.30	14.30	564.93
1994 08 19 12	48384.00	7.11	341.09	0.00	11.48	11.48	705.21
1994 08 20 12	48038.40	5.03	390.35	0.00	10.81	10.81	713.60
1994 08 21 12	48038.40	0.11	391.38	0.00	11.40	11.40	599.42
1994 08 22 12	47692.80	1.35	405.61	0.00	12.18	12.18	641.97
1994 08 23 12	47692.80	0.00	416.99	0.00	12.03	12.03	515.53
1994 08 24 12	47692.80	0.00	340.70	0.00	12.84	12.84	523.96
1994 08 25 12	47347.20	0.09	405.40	0.00	13.10	13.10	579.67
1994 08 26 12	47347.20	0.37	411.54	0.00	13.23	13.23	566.11
1994 08 27 12	47001.60	0.00	384.89	0.00	14.42	14.42	572.84
1994 08 28 12	47001.60	1.59	328.54	0.00	12.08	12.08	693.88
1994 08 29 12	46656.00	3.38	382.61	0.00	11.23	11.23	648.84
1994 08 30 12	46656.00	0.00	398.97	0.00	10.37	10.37	573.50
1994 08 31 12	46310.40	0.76	374.45	0.00	8.95	8.95	506.91
1994 09 01 12	46310.40	13.68	361.26	0.00	8.77	8.77	561.63
1994 09 02 12	46310.40	5.98	438.47	0.00	10.29	10.29	613.82
1994 09 03 12	45964.80	1.91	370.10	0.00	10.97	10.97	663.50
1994 09 04 12	45964.80	0.03	445.82	0.00	9.92	9.92	619.60
1994 09 05 12	45619.20	0.12	455.12	0.00	9.12	9.12	414.09
1994 09 06 12	45619.20	0.00	431.92	0.00	9.62	9.62	408.59
1994 09 07 12	45273.60	0.19	446.60	0.00	10.21	10.21	363.34
1994 09 08 12	45273.60	0.00	438.26	0.00	9.74	9.74	394.45
1994 09 09 12	44928.00	0.36	411.62	0.00	11.46	11.46	422.77
1994 09 10 12	44928.00	1.24	419.87	0.00	11.32	11.32	469.24
1994 09 11 12	44582.40	0.18	417.44	0.00	11.33	11.33	533.89
1994 09 12 12	44582.40	1.80	394.13	0.00	10.28	10.28	576.04
1994 09 13 12	44236.80	2.30	401.50	0.00	10.57	10.57	592.90
1994 09 14 12	44236.80	4.22	319.67	0.00	7.51	7.51	533.50
1994 09 15 12	44236.80	0.16	393.31	0.00	3.23	3.23	364.62
1994 09 16 12	43891.20	0.00	429.49	0.00	4.69	4.69	403.73
