  43.14
3521.00
 228339304
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 11 16 12	33868.80	0.00	280.98	0.00	-10.32	-10.32	160.96
1993 11 17 12	33868.80	0.00	282.85	0.00	-9.51	-9.51	162.34
1993 11 18 12	33552.31	0.14	168.75	0.00	-8.46	-8.46	148.81
1993 11 19 12	33523.20	0.00	283.32	0.00	-14.12	-14.12	126.57
1993 11 20 12	33523.20	0.12	281.19	0.00	-9.99	-9.99	154.08
1993 11 21 12	33292.98	0.00	281.82	0.00	-8.23	-8.23	162.27
1993 11 22 12	33177.60	1.90	229.33	0.00	-6.66	-6.66	229.11
1993 11 23 12	33177.60	2.68	162.75	0.00	-11.65	-11.65	195.20
1993 11 24 12	33085.14	3.78	159.31	0.00	-19.89	-19.89	92.52
1993 11 25 12	32832.00	0.03	260.19	0.00	-22.52	-22.52	73.34
1993 11 26 12	32832.00	0.69	274.25	0.00	-17.28	-17.28	109.20
1993 11 27 12	32832.00	0.00	266.76	0.00	-11.41	-11.41	124.78
1993 11 28 12	32601.78	0.07	259.00	0.00	-6.70	-6.70	207.34
1993 11 29 12	32486.40	0.08	237.97	0.00	-5.76	-5.76	235.80
1993 11 30 12	32486.40	0.06	232.21	0.00	-7.40	-7.40	231.28
1993 12 01 12	32486.40	0.14	229.24	0.00	-9.75	-9.75	211.34
1993 12 02 12	32393.94	1.61	188.18	0.00	-9.28	-9.28	213.77
1993 12 03 12	32140.80	0.68	214.07	0.00	-11.79	-11.79	177.77
1993 12 04 12	32140.80	0.49	218.60	0.00	-7.54	-7.54	237.36
1993 12 05 12	32140.80	0.70	249.48	0.00	-12.87	-12.87	145.43
1993 12 06 12	32140.80	0.37	218.56	0.00	-13.53	-13.53	135.08
1993 12 07 12	32140.80	0.77	239.31	0.00	-12.32	-12.32	170.04
1993 12 08 12	31910.58	1.02	206.96	0.00	-8.06	-8.06	227.15
1993 12 09 12	31795.20	0.46	183.91	0.00	-6.68	-6.68	256.44
1993 12 10 12	31795.20	0.94	236.96	0.00	-6.39	-6.39	254.82
1993 12 11 12	31795.20	0.00	233.03	0.00	-2.52	-2.52	183.90
1993 12 12 12	31795.20	0.36	182.58	0.00	-5.57	-5.57	231.21
1993 12 13 12	31795.20	0.22	244.60	0.00	-11.15	-11.15	125.41
1993 12 14 12	31795.20	0.22	234.20	0.00	-7.44	-7.44	129.19
1993 12 15 12	31795.20	0.03	207.14	0.00	-7.47	-7.47	179.78
1993 12 16 12	31795.20	0.00	210.10	0.00	-11.95	-11.95	180.71
1993 12 17 12	31795.20	0.00	223.43	0.00	-12.50	-12.50	159.03
1993 12 18 12	31702.74	0.00	236.83	0.00	-12.13	-12.13	132.10
1993 12 19 12	31702.74	1.19	152.29	0.00	-13.63	-13.63	135.99
1993 12 20 12	31702.74	0.15	227.09	0.00	-14.34	-14.34	132.74
1993 12 21 12	31702.74	1.51	161.79	0.00	-14.72	-14.72	134.27
1993 12 22 12	31702.74	0.00	222.22	0.00	-17.46	-17.46	108.25
1993 12 23 12	31702.74	0.87	234.07	0.00	-16.53	-16.53	121.50
1993 12 24 12	31795.20	0.46	215.19	0.00	-12.60	-12.60	154.82
1993 12 25 12	31795.20	0.00	234.41	0.00	-9.33	-9.33	163.82
1993 12 26 12	31795.20	0.12	226.12	0.00	-7.45	-7.45	177.21
1993 12 27 12	31795.20	0.14	204.88	0.00	-9.37	-9.37	194.60
1993 12 28 12	31795.20	0.54	242.14	0.00	-11.47	-11.47	176.68
1993 12 29 12	31795.20	0.04	212.26	0.00	-12.31	-12.31	126.37
1993 12 30 12	31795.20	0.38	234.00	0.00	-9.79	-9.79	164.34
1993 12 31 12	31795.20	0.06	214.88	0.00	-9.71	-9.71	183.55
1994 01 01 12	31795.20	0.15	207.58	0.00	-11.01	-11.01	193.86
1994 01 02 12	31824.30	0.49	246.63	0.00	-10.80	-10.80	182.15
1994 01 03 12	32048.34	2.18	173.06	0.00	-8.71	-8.71	224.15
1994 01 04 12	32140.80	0.00	229.29	0.00	-8.56	-8.56	217.45
1994 01 05 12	32140.80	2.81	224.40	0.00	-7.82	-7.82	236.15
1994 01 06 12	32140.80	0.80	173.35	0.00	-15.50	-15.50	130.15
1994 01 07 12	32140.80	0.18	237.80	0.00	-15.62	-15.62	118.22
1994 01 08 12	32256.18	0.03	229.58	0.00	-11.73	-11.73	174.95
1994 01 09 12	32486.40	0.37	211.89	0.00	-11.25	-11.25	199.59
1994 01 10 12	32486.40	0.10	253.70	0.00	-11.87	-11.87	184.63
1994 01 11 12	32486.40	0.27	238.16	0.00	-11.93	-11.93	170.99
1994 01 12 12	32486.40	0.15	233.08	0.00	-12.41	-12.41	173.72
1994 01 13 12	32832.00	0.33	226.75	0.00	-9.74	-9.74	215.04
1994 01 14 12	32832.00	0.11	247.67	0.00	-7.18	-7.18	264.16
1994 01 15 12	32832.00	0.00	254.12	0.00	-7.57	-7.57	208.60
1994 01 16 12	32861.11	0.27	239.61	0.00	-11.29	-11.29	176.94
1994 01 17 12	33177.60	0.00	236.12	0.00	-11.25	-11.25	178.57
1994 01 18 12	33177.60	0.10	270.58	0.00	-7.59	-7.59	221.28
1994 01 19 12	33177.60	0.00	246.05	0.00	-6.09	-6.09	208.36
1994 01 20 12	33523.20	0.00	276.10	0.00	-8.86	-8.86	181.58
1994 01 21 12	33523.20	0.00	282.26	0.00	-7.06	-7.06	166.06
1994 01 22 12	33523.20	0.00	280.65	0.00	-6.36	-6.36	184.38
1994 01 23 12	33868.80	0.00	285.04	0.00	-6.48	-6.48	162.37
1994 01 24 12	33868.80	1.35	254.98	0.00	-6.92	-6.92	226.06
1994 01 25 12	33868.80	0.00	273.78	0.00	-7.96	-7.96	169.98
1994 01 26 12	34214.40	0.76	256.01	0.00	-7.05	-7.05	212.71
1994 01 27 12	34214.40	0.95	252.60	0.00	-9.29	-9.29	240.33
1994 01 28 12	34243.50	0.00	304.13	0.00	-12.77	-12.77	183.14
1994 01 29 12	34560.00	1.36	215.85	0.00	-13.34	-13.34	157.40
1994 01 30 12	34560.00	1.32	230.40	0.00	-17.93	-17.93	111.48
1994 01 31 12	34905.60	0.63	268.74	0.00	-18.69	-18.69	74.66
1994 02 01 12	34905.60	0.65	314.51	0.00	-16.93	-16.93	105.22
1994 02 02 12	34905.60	0.00	319.41	0.00	-14.55	-14.55	116.81
1994 02 03 12	35251.20	0.00	316.81	0.00	-14.07	-14.07	113.13
1994 02 04 12	35251.20	0.00	324.48	0.00	-15.37	-15.37	117.36
1994 02 05 12	35596.80	0.00	324.34	0.00	-15.02	-15.02	103.35
1994 02 06 12	35596.80	0.00	322.64	0.00	-13.25	-13.25	126.09
1994 02 07 12	35849.94	2.44	253.08	0.00	-11.44	-11.44	191.44
1994 02 08 12	35942.40	3.19	261.05	0.00	-10.82	-10.82	209.40
1994 02 09 12	35942.40	0.59	315.91	0.00	-15.89	-15.89	116.17
1994 02 10 12	36288.00	1.70	301.09	0.00	-12.98	-12.98	159.62
1994 02 11 12	36288.00	5.69	299.55	0.00	-12.44	-12.44	190.36
1994 02 12 12	36633.60	0.21	347.81	0.00	-18.01	-18.01	103.68
1994 02 13 12	36633.60	0.07	347.27	0.00	-13.13	-13.13	118.86
1994 02 14 12	36979.20	0.99	332.85	0.00	-10.03	-10.03	148.55
1994 02 15 12	36979.20	0.02	354.68	0.00	-10.64	-10.64	145.55
1994 02 16 12	37324.80	0.39	279.88	0.00	-7.74	-7.74	173.61
1994 02 17 12	37324.80	0.37	304.02	0.00	-6.92	-6.92	199.11
1994 02 18 12	37670.40	6.33	324.62	0.00	-6.62	-6.62	269.25
1994 02 19 12	37670.40	0.77	342.23	0.00	-13.53	-13.53	141.92
1994 02 20 12	38016.00	0.00	370.58	0.00	-14.81	-14.81	130.83
1994 02 21 12	38016.00	1.31	268.47	0.00	-13.86	-13.86	147.64
1994 02 22 12	38269.14	0.07	338.95	0.00	-14.44	-14.44	137.13
1994 02 23 12	38361.60	0.55	352.39	0.00	-14.74	-14.74	136.69
1994 02 24 12	38614.74	17.88	321.74	0.00	-10.48	-10.48	202.35
1994 02 25 12	38707.20	11.41	303.38	0.00	-9.62	-9.62	231.82
1994 02 26 12	38960.34	1.73	313.51	0.00	-6.96	-6.96	285.13
1994 02 27 12	39052.80	1.20	326.81	0.00	-6.19	-6.19	297.03
1994 02 28 12	39398.40	0.56	346.86	0.00	-7.79	-7.79	252.57
1994 03 01 12	39398.40	0.60	348.77	0.00	-6.01	-6.01	290.63
1994 03 02 12	39744.00	0.18	402.32	0.00	-3.30	-3.30	292.56
1994 03 03 12	39744.00	0.09	411.78	0.00	-1.80	-1.80	268.50
1994 03 04 12	40089.60	0.20	355.59	0.00	-3.48	-3.48	261.51
1994 03 05 12	40089.60	0.00	372.78	0.00	-4.69	-4.69	271.12
1994 03 06 12	40435.20	0.73	422.42	0.00	-5.32	-5.32	259.61
1994 03 07 12	40435.20	0.17	432.89	0.00	-7.02	-7.02	149.11
1994 03 08 12	40780.80	0.00	361.52	0.00	-8.38	-8.38	168.84
1994 03 09 12	40780.80	0.18	438.45	0.00	-8.80	-8.80	177.41
1994 03 10 12	41126.40	0.00	413.44	0.00	-5.77	-5.77	180.36
1994 03 11 12	41126.40	0.21	357.21	0.00	-3.79	-3.79	221.40
1994 03 12 12	41472.00	4.32	438.36	0.00	-5.68	-5.68	270.20
1994 03 13 12	41472.00	0.00	440.11	0.00	-3.93	-3.93	225.30
1994 03 14 12	41817.60	0.79	442.41	0.00	-0.74	-0.74	231.35
1994 03 15 12	41817.60	0.08	445.30	0.00	0.23	0.23	214.52
1994 03 16 12	42163.20	0.10	432.59	0.00	0.46	0.46	245.79
1994 03 17 12	42163.20	0.31	312.29	0.00	-2.58	-2.58	235.57
1994 03 18 12	42508.80	0.00	427.08	0.00	-2.75	-2.75	201.81
1994 03 19 12	42508.80	3.89	362.60	0.00	-2.02	-2.02	289.39
1994 03 20 12	42854.40	3.72	471.12	0.00	-7.53	-7.53	152.00
1994 03 21 12	42854.40	9.37	368.06	0.00	-5.01	-5.01	165.92
1994 03 22 12	43200.00	9.82	392.56	0.00	-5.45	-5.45	274.56
1994 03 23 12	43545.60	24.95	370.92	0.00	-9.96	-9.96	214.44
1994 03 24 12	43545.60	6.52	453.16	0.00	-14.84	-14.84	115.84
1994 03 25 12	43891.20	0.00	484.07	0.00	-10.30	-10.30	201.17
1994 03 26 12	43891.20	0.00	346.17	0.00	-9.58	-9.58	190.12
1994 03 27 12	44236.80	2.04	396.78	0.00	-12.34	-12.34	139.05
1994 03 28 12	44236.80	0.33	287.00	0.00	-8.20	-8.20	203.56
1994 03 29 12	44582.40	0.92	464.54	0.00	-9.44	-9.44	183.87
1994 03 30 12	44582.40	1.08	494.47	0.00	-4.50	-4.50	156.90
1994 03 31 12	44928.00	0.35	495.02	0.00	-1.34	-1.34	168.73
1994 04 01 12	44928.00	0.47	408.11	0.00	-0.38	-0.38	223.35
1994 04 02 12	45273.60	0.02	415.36	0.00	-2.31	-2.31	251.62
1994 04 03 12	45273.60	0.30	421.91	0.00	-2.05	-2.05	249.68
1994 04 04 12	45619.20	10.25	406.98	0.00	-4.82	-4.82	282.08
1994 04 05 12	45619.20	3.32	393.01	0.00	-8.76	-8.76	229.47
1994 04 06 12	45964.80	0.45	301.77	0.00	-6.62	-6.62	217.53
1994 04 07 12	45964.80	6.13	420.26	0.00	-5.40	-5.40	255.00
1994 04 08 12	46310.40	0.36	507.20	0.00	-9.16	-9.16	171.42
1994 04 09 12	46310.40	0.24	509.82	0.00	-6.74	-6.74	202.48
1994 04 10 12	46656.00	13.12	385.13	0.00	-4.93	-4.93	309.19
1994 04 11 12	46656.00	1.67	511.47	0.00	-4.59	-4.59	286.22
1994 04 12 12	47001.60	0.00	512.57	0.00	-1.52	-1.52	262.67
1994 04 13 12	47001.60	0.71	513.58	0.00	-0.37	-0.37	270.31
1994 04 14 12	47347.20	0.71	334.03	0.00	-2.90	-2.90	220.75
1994 04 15 12	47439.66	0.24	512.76	0.00	-3.02	-3.02	188.53
1994 04 16 12	47692.80	0.91	523.65	0.00	3.12	3.12	231.24
1994 04 17 12	47785.26	0.00	500.85	0.00	4.00	4.00	302.86
1994 04 18 12	48038.40	0.00	400.52	0.00	6.30	6.30	332.71
1994 04 19 12	48038.40	0.00	417.82	0.00	6.44	6.44	369.52
1994 04 20 12	48384.00	2.52	450.99	0.00	6.67	6.67	363.71
1994 04 21 12	48384.00	0.00	520.88	0.00	7.17	7.17	383.88
1994 04 22 12	48729.60	1.51	508.34	0.00	8.24	8.24	348.62
1994 04 23 12	48729.60	0.00	508.62	0.00	5.58	5.58	266.99
1994 04 24 12	49075.20	2.05	482.55	0.00	3.59	3.59	246.36
1994 04 25 12	49075.20	6.16	457.24	0.00	-0.56	-0.56	269.02
1994 04 26 12	49420.80	19.03	444.06	0.00	-6.48	-6.48	293.85
1994 04 27 12	49420.80	3.10	364.04	0.00	-10.55	-10.55	215.14
1994 04 28 12	49766.40	3.86	456.15	0.00	-9.19	-9.19	233.32
1994 04 29 12	49766.40	4.85	464.03	0.00	-7.41	-7.41	258.13
1994 04 30 12	50112.00	1.76	477.99	0.00	-3.42	-3.42	237.93
1994 05 01 12	50112.00	0.79	461.55	0.00	-0.27	-0.27	276.69
1994 05 02 12	50457.60	0.00	454.43	0.00	0.14	0.14	251.12
1994 05 03 12	50457.60	0.22	416.00	0.00	-1.12	-1.12	289.42
1994 05 04 12	50550.06	0.00	361.73	0.00	1.65	1.65	336.38
1994 05 05 12	50803.20	16.15	463.01	0.00	4.47	4.47	489.32
1994 05 06 12	50803.20	0.75	537.62	0.00	4.89	4.89	437.72
1994 05 07 12	51148.80	0.44	530.12	0.00	5.14	5.14	388.77
1994 05 08 12	51148.80	0.05	489.87	0.00	6.41	6.41	352.66
1994 05 09 12	51494.40	0.00	546.15	0.00	4.30	4.30	389.51
1994 05 10 12	51494.40	0.10	545.11	0.00	7.18	7.18	356.17
1994 05 11 12	51494.40	0.12	527.22	0.00	8.61	8.61	450.87
1994 05 12 12	51840.00	0.94	429.38	0.00	8.91	8.91	492.05
1994 05 13 12	51840.00	4.09	469.99	0.00	6.15	6.15	465.07
1994 05 14 12	52156.50	0.10	533.47	0.00	3.30	3.30	351.48
1994 05 15 12	52185.60	3.54	497.97	0.00	5.73	5.73	341.76
1994 05 16 12	52185.60	1.24	539.95	0.00	7.06	7.06	309.20
1994 05 17 12	52531.20	6.20	462.26	0.00	4.79	4.79	278.06
1994 05 18 12	52531.20	0.87	457.01	0.00	4.59	4.59	332.27
1994 05 19 12	52531.20	0.37	390.86	0.00	6.88	6.88	422.22
1994 05 20 12	52876.80	0.16	476.17	0.00	3.47	3.47	279.73
1994 05 21 12	52876.80	0.01	511.29	0.00	0.68	0.68	248.34
1994 05 22 12	52876.80	0.44	547.72	0.00	4.13	4.13	306.05
1994 05 23 12	53222.40	0.00	518.39	0.00	6.06	6.06	323.60
1994 05 24 12	53222.40	0.61	545.46	0.00	6.61	6.61	323.95
1994 05 25 12	53222.40	0.28	515.07	0.00	5.92	5.92	396.64
1994 05 26 12	53538.89	0.01	551.56	0.00	6.76	6.76	437.88
1994 05 27 12	53568.00	2.60	503.49	0.00	7.97	7.97	425.72
1994 05 28 12	53568.00	3.73	555.90	0.00	6.26	6.26	393.55
1994 05 29 12	53568.00	0.22	538.74	0.00	5.32	5.32	356.47
1994 05 30 12	53913.60	1.43	537.89	0.00	7.79	7.79	408.92
1994 05 31 12	53913.60	0.80	469.36	0.00	8.80	8.80	457.64
1994 06 01 12	53913.60	2.95	501.32	0.00	6.77	6.77	442.17
1994 06 02 12	53913.60	0.93	503.71	0.00	5.22	5.22	360.47
1994 06 03 12	54143.82	0.00	450.61	0.00	8.40	8.40	340.61
1994 06 04 12	54259.20	0.47	505.74	0.00	10.82	10.82	411.65
1994 06 05 12	54259.20	0.05	515.78	0.00	8.24	8.24	351.66
1994 06 06 12	54259.20	0.00	511.38	0.00	10.42	10.42	340.96
1994 06 07 12	54259.20	0.27	502.20	0.00	6.57	6.57	305.16
1994 06 08 12	54351.66	1.14	405.95	0.00	0.30	0.30	231.75
1994 06 09 12	54575.69	0.81	384.39	0.00	0.64	0.64	222.29
1994 06 10 12	54604.80	0.00	508.81	0.00	3.83	3.83	294.64
1994 06 11 12	54604.80	0.28	515.73	0.00	7.80	7.80	375.96
1994 06 12 12	54604.80	0.31	452.77	0.00	10.33	10.33	426.91
1994 06 13 12	54604.80	0.43	403.58	0.00	9.96	9.96	490.64
1994 06 14 12	54604.80	2.55	319.15	0.00	5.90	5.90	418.55
1994 06 15 12	54604.80	2.76	304.95	0.00	1.07	1.07	270.61
1994 06 16 12	54604.80	4.57	332.51	0.00	4.04	4.04	462.04
1994 06 17 12	54604.80	0.57	500.11	0.00	5.67	5.67	410.38
1994 06 18 12	54604.80	0.00	520.73	0.00	10.81	10.81	360.79
1994 06 19 12	54697.26	0.20	510.90	0.00	12.57	12.57	430.90
1994 06 20 12	54697.26	0.22	498.19	0.00	13.45	13.45	471.38
1994 06 21 12	54697.26	1.38	451.51	0.00	13.75	13.75	570.72
1994 06 22 12	54697.26	10.59	436.51	0.00	12.01	12.01	572.52
1994 06 23 12	54697.26	1.13	508.82	0.00	11.06	11.06	492.60
1994 06 24 12	54697.26	0.00	519.80	0.00	11.69	11.69	354.04
1994 06 25 12	54604.80	0.07	486.69	0.00	12.63	12.63	337.94
1994 06 26 12	54604.80	0.02	520.51	0.00	12.64	12.64	380.94
1994 06 27 12	54604.80	0.12	529.13	0.00	7.58	7.58	242.33
1994 06 28 12	54604.80	0.00	500.32	0.00	9.95	9.95	310.16
1994 06 29 12	54604.80	0.00	495.44	0.00	12.31	12.31	376.33
1994 06 30 12	54604.80	0.00	519.90	0.00	12.27	12.27	337.41
1994 07 01 12	54604.80	0.11	516.84	0.00	13.13	13.13	354.77
1994 07 02 12	54604.80	0.00	449.80	0.00	11.95	11.95	317.75
1994 07 03 12	54604.80	0.00	508.22	0.00	10.12	10.12	366.88
1994 07 04 12	54489.43	0.43	510.98	0.00	8.03	8.03	300.05
1994 07 05 12	54259.20	0.00	490.14	0.00	9.73	9.73	337.03
1994 07 06 12	54259.20	3.50	440.47	0.00	8.31	8.31	363.39
1994 07 07 12	54259.20	1.02	425.79	0.00	3.91	3.91	418.40
1994 07 08 12	54259.20	0.25	487.62	0.00	9.27	9.27	493.89
1994 07 09 12	54259.20	0.29	509.57	0.00	12.31	12.31	425.04
1994 07 10 12	54006.06	0.00	502.52	0.00	14.37	14.37	378.49
1994 07 11 12	53913.60	0.00	498.47	0.00	12.60	12.60	372.18
1994 07 12 12	53913.60	0.46	512.22	0.00	10.76	10.76	291.88
1994 07 13 12	53913.60	1.36	488.70	0.00	9.60	9.60	381.18
1994 07 14 12	53798.23	0.17	493.73	0.00	8.82	8.82	474.64
1994 07 15 12	53568.00	0.06	492.77	0.00	10.78	10.78	406.20
1994 07 16 12	53568.00	0.00	506.09	0.00	11.02	11.02	460.76
1994 07 17 12	53568.00	0.00	508.97	0.00	12.05	12.05	448.10
1994 07 18 12	53314.86	0.00	488.21	0.00	14.30	14.30	330.04
1994 07 19 12	53222.40	0.07	498.67	0.00	11.94	11.94	431.68
1994 07 20 12	53222.40	0.00	498.75	0.00	8.65	8.65	469.13
1994 07 21 12	53107.02	0.00	507.46	0.00	10.72	10.72	420.27
1994 07 22 12	52876.80	0.15	504.65	0.00	14.72	14.72	377.17
1994 07 23 12	52876.80	0.00	462.87	0.00	15.08	15.08	445.35
1994 07 24 12	52847.69	1.56	491.49	0.00	13.88	13.88	565.26
1994 07 25 12	52531.20	0.29	493.54	0.00	14.26	14.26	528.51
1994 07 26 12	52531.20	0.24	500.01	0.00	12.82	12.82	530.39
1994 07 27 12	52415.82	0.00	485.20	0.00	13.95	13.95	452.07
1994 07 28 12	52185.60	0.00	458.44	0.00	14.78	14.78	403.59
1994 07 29 12	52185.60	1.46	492.23	0.00	15.23	15.23	463.71
1994 07 30 12	51840.00	0.65	413.31	0.00	15.62	15.62	443.14
1994 07 31 12	51840.00	0.16	454.70	0.00	14.86	14.86	553.17
1994 08 01 12	51840.00	2.64	424.04	0.00	13.43	13.43	653.27
1994 08 02 12	51494.40	5.12	447.05	0.00	13.07	13.07	613.02
1994 08 03 12	51494.40	2.94	463.46	0.00	12.14	12.14	531.70
1994 08 04 12	51148.80	0.32	453.96	0.00	13.25	13.25	612.31
1994 08 05 12	51148.80	0.26	454.30	0.00	15.16	15.16	505.74
1994 08 06 12	51119.69	0.00	477.01	0.00	14.68	14.68	374.50
1994 08 07 12	50803.20	0.70	464.17	0.00	13.82	13.82	343.47
1994 08 08 12	50803.20	0.00	420.42	0.00	14.82	14.82	409.65
1994 08 09 12	50457.60	8.05	409.04	0.00	12.88	12.88	647.03
1994 08 10 12	50457.60	0.99	461.14	0.00	12.19	12.19	497.09
1994 08 11 12	50112.00	0.29	437.41	0.00	13.73	13.73	482.41
1994 08 12 12	50112.00	1.24	440.56	0.00	13.94	13.94	523.24
1994 08 13 12	49858.86	1.57	426.85	0.00	13.31	13.31	539.24
1994 08 14 12	49766.40	0.05	466.32	0.00	13.07	13.07	461.25
1994 08 15 12	49737.29	0.21	451.48	0.00	14.44	14.44	461.63
1994 08 16 12	49420.80	0.40	461.05	0.00	13.79	13.79	383.10
1994 08 17 12	49420.80	0.00	468.36	0.00	12.82	12.82	348.82
1994 08 18 12	49075.20	0.00	462.20	0.00	13.28	13.28	289.51
1994 08 19 12	49075.20	0.07	456.87	0.00	13.00	13.00	427.99
1994 08 20 12	48729.60	0.00	456.56	0.00	12.77	12.77	424.44
1994 08 21 12	48729.60	0.08	449.80	0.00	13.67	13.67	398.35
1994 08 22 12	48384.00	5.30	444.00	0.00	13.23	13.23	470.98
1994 08 23 12	48384.00	0.11	462.96	0.00	9.12	9.12	283.87
1994 08 24 12	48038.40	0.00	451.70	0.00	11.52	11.52	287.48
1994 08 25 12	48038.40	0.00	448.46	0.00	12.94	12.94	320.80
1994 08 26 12	47692.80	0.00	453.72	0.00	12.75	12.75	286.47
1994 08 27 12	47692.80	0.00	324.04	0.00	12.74	12.74	301.58
1994 08 28 12	47347.20	0.20	432.57	0.00	11.03	11.03	486.24
1994 08 29 12	47347.20	0.03	443.35	0.00	11.43	11.43	390.19
1994 08 30 12	47001.60	0.12	445.85	0.00	8.20	8.20	349.50
1994 08 31 12	47001.60	0.96	423.90	0.00	6.37	6.37	422.32
1994 09 01 12	46656.00	2.10	416.66	0.00	7.34	7.34	438.64
1994 09 02 12	46656.00	2.79	381.83	0.00	9.68	9.68	459.25
1994 09 03 12	46310.40	6.78	432.69	0.00	10.73	10.73	402.28
1994 09 04 12	46310.40	0.55	439.31	0.00	6.41	6.41	298.71
1994 09 05 12	45964.80	0.06	443.03	0.00	5.73	5.73	260.87
1994 09 06 12	45964.80	0.07	427.03	0.00	8.51	8.51	247.90
1994 09 07 12	45619.20	0.72	431.61	0.00	9.80	9.80	291.80
1994 09 08 12	45619.20	4.06	396.91	0.00	11.21	11.21	321.63
1994 09 09 12	45273.60	0.00	425.60	0.00	12.04	12.04	392.68
1994 09 10 12	45273.60	0.00	318.96	0.00	10.38	10.38	287.22
1994 09 11 12	44928.00	2.28	421.21	0.00	9.46	9.46	370.91
1994 09 12 12	44582.40	0.40	338.63	0.00	9.16	9.16	371.80
1994 09 13 12	44582.40	3.97	386.06	0.00	8.01	8.01	456.06
1994 09 14 12	44236.80	8.67	336.00	0.00	5.20	5.20	375.59
1994 09 15 12	44236.80	4.98	351.10	0.00	3.08	3.08	380.08
1994 09 16 12	43891.20	0.21	383.32	0.00	4.98	4.98	406.45
