  33.72
1330.00
  22393821
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 10 24 12	39052.80	0.00	399.73	0.00	19.39	19.39	397.68
1993 10 25 12	39052.80	0.00	436.21	0.00	20.43	20.43	514.23
1993 10 26 12	38707.20	0.00	443.19	0.00	20.10	20.10	446.01
1993 10 27 12	38707.20	0.00	436.69	0.00	18.33	18.33	320.38
1993 10 28 12	38707.20	0.00	426.70	0.00	16.49	16.49	353.36
1993 10 29 12	38361.60	0.00	428.62	0.00	17.75	17.75	384.05
1993 10 30 12	38361.60	0.00	427.13	0.00	17.10	17.10	429.36
1993 10 31 12	38361.60	0.00	359.08	0.00	16.95	16.95	413.54
1993 11 01 12	38016.00	0.00	415.59	0.00	16.26	16.26	422.41
1993 11 02 12	38016.00	0.00	427.86	0.00	16.32	16.32	274.02
1993 11 03 12	38016.00	0.00	415.01	0.00	15.49	15.49	235.16
1993 11 04 12	37670.40	0.00	417.75	0.00	16.32	16.32	269.12
1993 11 05 12	37670.40	0.00	409.28	0.00	16.22	16.22	263.81
1993 11 06 12	37670.40	0.00	408.10	0.00	15.85	15.85	167.42
1993 11 07 12	37670.40	0.00	407.99	0.00	14.92	14.92	140.62
1993 11 08 12	37324.80	0.00	405.20	0.00	13.98	13.98	395.95
1993 11 09 12	37324.80	0.00	390.09	0.00	15.17	15.17	737.94
1993 11 10 12	37324.80	0.00	300.09	0.00	16.17	16.17	921.37
1993 11 11 12	36979.20	6.01	277.96	0.00	10.56	10.56	872.01
1993 11 12 12	36979.20	0.20	387.86	0.00	8.26	8.26	753.03
1993 11 13 12	36979.20	5.23	364.81	0.00	7.03	7.03	631.44
1993 11 14 12	36979.20	1.29	275.30	0.00	7.98	7.98	694.85
1993 11 15 12	36633.60	1.23	382.59	0.00	8.56	8.56	429.73
1993 11 16 12	36633.60	0.00	361.15	0.00	8.36	8.36	490.51
1993 11 17 12	36633.60	0.00	338.76	0.00	10.08	10.08	597.03
1993 11 18 12	36633.60	0.00	375.74	0.00	11.65	11.65	547.21
1993 11 19 12	36288.00	1.24	362.69	0.00	11.66	11.66	427.99
1993 11 20 12	36288.00	0.55	379.58	0.00	11.08	11.08	317.42
1993 11 21 12	36288.00	0.00	229.75	0.00	11.24	11.24	307.12
1993 11 22 12	36288.00	0.00	222.16	0.00	14.35	14.35	796.25
1993 11 23 12	36288.00	0.55	364.97	0.00	13.16	13.16	1011.48
1993 11 24 12	35942.40	0.00	373.17	0.00	10.38	10.38	466.76
1993 11 25 12	35942.40	0.00	373.50	0.00	7.80	7.80	226.83
1993 11 26 12	35942.40	0.00	367.70	0.00	8.32	8.32	177.22
1993 11 27 12	35942.40	0.00	335.43	0.00	9.62	9.62	204.60
1993 11 28 12	35942.40	0.00	173.82	0.00	12.73	12.73	270.36
1993 11 29 12	35596.80	0.00	354.60	0.00	12.04	12.04	441.02
1993 11 30 12	35596.80	0.37	351.20	0.00	11.20	11.20	856.80
1993 12 01 12	35596.80	0.00	359.00	0.00	10.43	10.43	610.00
1993 12 02 12	35596.80	0.00	298.06	0.00	10.48	10.48	346.27
1993 12 03 12	35596.80	0.00	353.03	0.00	12.29	12.29	311.09
1993 12 04 12	35596.80	0.00	351.41	0.00	10.43	10.43	297.16
1993 12 05 12	35596.80	0.00	348.92	0.00	10.34	10.34	315.80
1993 12 06 12	35251.20	0.00	350.27	0.00	9.98	9.98	402.27
1993 12 07 12	35251.20	0.00	346.09	0.00	9.37	9.37	425.41
1993 12 08 12	35251.20	0.00	344.84	0.00	10.06	10.06	333.25
1993 12 09 12	35251.20	0.00	347.80	0.00	10.07	10.07	351.99
1993 12 10 12	35251.20	0.24	320.25	0.00	11.48	11.48	490.17
1993 12 11 12	35251.20	1.10	239.75	0.00	11.50	11.50	469.31
1993 12 12 12	35251.20	2.14	335.60	0.00	7.12	7.12	635.50
1993 12 13 12	35251.20	0.00	335.65	0.00	7.55	7.55	352.56
1993 12 14 12	35251.20	0.33	310.77	0.00	7.55	7.55	439.80
1993 12 15 12	35251.20	3.11	336.50	0.00	5.87	5.87	599.51
1993 12 16 12	35251.20	0.00	342.24	0.00	4.46	4.46	483.11
1993 12 17 12	35251.20	0.00	314.86	0.00	5.13	5.13	490.74
1993 12 18 12	35251.20	0.00	307.62	0.00	6.94	6.94	420.32
1993 12 19 12	35251.20	1.29	212.20	0.00	8.07	8.07	618.51
1993 12 20 12	35251.20	0.00	336.74	0.00	6.99	6.99	564.16
1993 12 21 12	35251.20	0.00	343.49	0.00	5.85	5.85	253.30
1993 12 22 12	35251.20	0.00	349.38	0.00	6.45	6.45	216.49
1993 12 23 12	35251.20	0.00	348.76	0.00	6.87	6.87	226.53
1993 12 24 12	35251.20	0.00	343.58	0.00	7.23	7.23	196.80
1993 12 25 12	35251.20	0.00	337.47	0.00	9.07	9.07	238.59
1993 12 26 12	35251.20	0.00	280.97	0.00	9.91	9.91	349.62
1993 12 27 12	35251.20	0.00	244.66	0.00	11.62	11.62	429.08
1993 12 28 12	35251.20	0.00	335.32	0.00	8.74	8.74	626.95
1993 12 29 12	35251.20	0.00	343.25	0.00	9.74	9.74	477.41
1993 12 30 12	35251.20	0.00	338.54	0.00	9.17	9.17	347.90
1993 12 31 12	35251.20	0.00	346.23	0.00	10.00	10.00	419.84
1994 01 01 12	35251.20	0.00	326.12	0.00	10.47	10.47	392.15
1994 01 02 12	35251.20	0.00	333.51	0.00	11.73	11.73	352.67
1994 01 03 12	35251.20	0.00	345.03	0.00	12.91	12.91	328.80
1994 01 04 12	35251.20	0.00	336.32	0.00	14.31	14.31	365.70
1994 01 05 12	35255.03	0.00	346.38	0.00	16.02	16.02	479.68
1994 01 06 12	35596.80	0.00	359.82	0.00	10.14	10.14	436.09
1994 01 07 12	35596.80	0.00	353.86	0.00	6.89	6.89	223.61
1994 01 08 12	35596.80	0.00	334.60	0.00	8.16	8.16	243.51
1994 01 09 12	35596.80	0.00	352.47	0.00	9.50	9.50	272.31
1994 01 10 12	35596.80	0.00	357.33	0.00	8.06	8.06	365.52
1994 01 11 12	35596.80	0.00	360.24	0.00	7.74	7.74	306.38
1994 01 12 12	35942.40	0.00	356.04	0.00	9.65	9.65	301.93
1994 01 13 12	35942.40	0.00	347.69	0.00	11.17	11.17	307.60
1994 01 14 12	35942.40	0.00	325.04	0.00	13.05	13.05	402.82
1994 01 15 12	35942.40	0.00	351.31	0.00	13.33	13.33	427.96
1994 01 16 12	35942.40	0.00	367.40	0.00	11.88	11.88	297.58
1994 01 17 12	35942.40	0.00	367.65	0.00	12.41	12.41	318.48
1994 01 18 12	36288.00	0.00	365.58	0.00	13.04	13.04	319.06
1994 01 19 12	36288.00	0.00	363.88	0.00	13.62	13.62	393.95
1994 01 20 12	36288.00	0.00	370.58	0.00	13.97	13.97	361.12
1994 01 21 12	36288.00	0.00	376.91	0.00	13.65	13.65	296.65
1994 01 22 12	36633.60	0.00	284.79	0.00	14.30	14.30	300.47
1994 01 23 12	36633.60	0.00	210.83	0.00	12.89	12.89	433.09
1994 01 24 12	36633.60	0.13	379.00	0.00	10.03	10.03	691.74
1994 01 25 12	36633.60	4.00	358.11	0.00	7.12	7.12	652.67
1994 01 26 12	36637.43	1.67	369.99	0.00	5.68	5.68	593.80
1994 01 27 12	36979.20	0.00	184.68	0.00	4.84	4.84	571.20
1994 01 28 12	36979.20	0.00	379.75	0.00	4.95	4.95	472.02
1994 01 29 12	36979.20	0.00	395.30	0.00	5.77	5.77	345.03
1994 01 30 12	37324.80	0.00	398.12	0.00	7.50	7.50	330.49
1994 01 31 12	37324.80	0.00	390.01	0.00	7.81	7.81	275.95
1994 02 01 12	37324.80	0.00	402.32	0.00	5.06	5.06	183.11
1994 02 02 12	37324.80	0.13	285.09	0.00	6.82	6.82	158.60
1994 02 03 12	37670.40	0.41	252.42	0.00	8.57	8.57	227.91
1994 02 04 12	37670.40	15.52	202.13	0.00	7.36	7.36	624.55
1994 02 05 12	37670.40	0.09	371.51	0.00	6.92	6.92	742.76
1994 02 06 12	38016.00	0.98	305.22	0.00	8.49	8.49	702.54
1994 02 07 12	38016.00	11.05	157.47	0.00	7.18	7.18	783.99
1994 02 08 12	38016.00	7.36	349.37	0.00	6.42	6.42	718.65
1994 02 09 12	38016.00	0.02	433.89	0.00	6.70	6.70	622.11
1994 02 10 12	38361.60	0.00	431.46	0.00	8.71	8.71	558.16
1994 02 11 12	38361.60	0.17	448.38	0.00	8.25	8.25	589.44
1994 02 12 12	38361.60	0.00	465.44	0.00	5.72	5.72	247.69
1994 02 13 12	38707.20	0.00	424.87	0.00	7.21	7.21	232.96
1994 02 14 12	38707.20	0.00	457.40	0.00	9.46	9.46	282.23
1994 02 15 12	38707.20	0.00	459.76	0.00	10.96	10.96	310.19
1994 02 16 12	39052.80	1.07	226.62	0.00	11.79	11.79	434.18
1994 02 17 12	39052.80	3.31	179.18	0.00	9.99	9.99	681.55
1994 02 18 12	39052.80	1.54	337.85	0.00	5.47	5.47	603.01
1994 02 19 12	39398.40	2.77	432.69	0.00	4.81	4.81	572.77
1994 02 20 12	39398.40	1.67	315.82	0.00	6.10	6.10	572.44
1994 02 21 12	39398.40	0.01	457.82	0.00	6.43	6.43	609.98
1994 02 22 12	39744.00	0.00	473.84	0.00	6.58	6.58	498.36
1994 02 23 12	39744.00	0.00	479.59	0.00	8.00	8.00	371.65
1994 02 24 12	39744.00	0.06	480.65	0.00	9.23	9.23	332.75
1994 02 25 12	40089.60	0.07	478.52	0.00	11.79	11.79	367.10
1994 02 26 12	40089.60	0.00	301.08	0.00	11.89	11.89	478.43
1994 02 27 12	40435.20	0.00	474.61	0.00	10.28	10.28	614.36
1994 02 28 12	40435.20	0.00	483.73	0.00	11.37	11.37	634.29
1994 03 01 12	40435.20	0.00	493.21	0.00	13.06	13.06	392.38
1994 03 02 12	40780.80	0.00	489.25	0.00	14.77	14.77	428.66
1994 03 03 12	40780.80	0.00	489.34	0.00	15.79	15.79	485.92
1994 03 04 12	40780.80	0.00	505.20	0.00	15.71	15.71	476.36
1994 03 05 12	41126.40	0.00	486.64	0.00	14.53	14.53	497.16
1994 03 06 12	41126.40	4.16	260.44	0.00	9.96	9.96	750.40
1994 03 07 12	41126.40	3.28	407.84	0.00	9.63	9.63	871.01
1994 03 08 12	41472.00	0.25	496.46	0.00	10.57	10.57	793.31
1994 03 09 12	41472.00	0.00	506.67	0.00	12.20	12.20	768.29
1994 03 10 12	41817.60	0.00	511.19	0.00	13.85	13.85	655.66
1994 03 11 12	41817.60	0.00	510.16	0.00	11.80	11.80	624.81
1994 03 12 12	41817.60	0.00	516.93	0.00	11.86	11.86	589.94
1994 03 13 12	42163.20	0.00	516.26	0.00	15.35	15.35	509.51
1994 03 14 12	42163.20	0.00	522.79	0.00	15.67	15.67	428.12
1994 03 15 12	42163.20	0.02	523.65	0.00	17.58	17.58	418.58
1994 03 16 12	42508.80	0.07	448.03	0.00	17.99	17.99	413.36
1994 03 17 12	42508.80	1.44	452.22	0.00	17.34	17.34	457.30
1994 03 18 12	42854.40	1.45	284.02	0.00	13.12	13.12	589.41
1994 03 19 12	42854.40	11.65	320.94	0.00	11.37	11.37	875.94
1994 03 20 12	42854.40	2.98	517.84	0.00	10.93	10.93	871.96
1994 03 21 12	43200.00	0.00	516.53	0.00	12.92	12.92	907.34
1994 03 22 12	43200.00	0.00	533.38	0.00	12.17	12.17	840.20
1994 03 23 12	43200.00	0.00	539.62	0.00	8.27	8.27	558.85
1994 03 24 12	43545.60	0.45	342.61	0.00	8.04	8.04	536.07
1994 03 25 12	43545.60	2.29	390.24	0.00	7.00	7.00	659.30
1994 03 26 12	43545.60	0.24	521.64	0.00	8.45	8.45	624.82
1994 03 27 12	43891.20	0.00	553.92	0.00	11.86	11.86	480.97
1994 03 28 12	43891.20	0.00	535.02	0.00	14.86	14.86	442.89
1994 03 29 12	44236.80	0.00	545.82	0.00	15.27	15.27	450.09
1994 03 30 12	44236.80	0.00	550.96	0.00	16.10	16.10	494.66
1994 03 31 12	44236.80	0.00	553.00	0.00	17.29	17.29	583.81
1994 04 01 12	44582.40	0.00	556.99	0.00	17.17	17.17	590.41
1994 04 02 12	44582.40	0.00	530.15	0.00	17.57	17.57	496.25
1994 04 03 12	44582.40	0.00	538.48	0.00	16.85	16.85	565.23
1994 04 04 12	44928.00	0.00	567.52	0.00	13.86	13.86	593.97
1994 04 05 12	44928.00	0.00	579.31	0.00	14.09	14.09	440.67
1994 04 06 12	45273.60	0.00	545.40	0.00	14.50	14.50	386.67
1994 04 07 12	45273.60	0.00	531.52	0.00	14.21	14.21	614.43
1994 04 08 12	45273.60	0.00	547.11	0.00	12.15	12.15	589.51
1994 04 09 12	45619.20	0.55	556.16	0.00	10.01	10.01	747.34
1994 04 10 12	45619.20	0.00	577.31	0.00	9.97	9.97	562.20
1994 04 11 12	45619.20	0.00	583.03	0.00	13.23	13.23	398.55
1994 04 12 12	45964.80	0.00	560.95	0.00	16.67	16.67	452.60
1994 04 13 12	45964.80	0.00	574.77	0.00	18.21	18.21	494.88
1994 04 14 12	45964.80	0.00	576.12	0.00	17.15	17.15	525.48
1994 04 15 12	46310.40	0.00	573.42	0.00	18.18	18.18	651.29
1994 04 16 12	46310.40	0.00	572.94	0.00	21.07	21.07	562.52
1994 04 17 12	46656.00	0.00	485.20	0.00	23.36	23.36	572.73
1994 04 18 12	46656.00	0.00	406.25	0.00	23.61	23.61	723.21
1994 04 19 12	46656.00	0.00	560.67	0.00	22.49	22.49	696.90
1994 04 20 12	47001.60	0.00	576.91	0.00	22.98	22.98	626.80
1994 04 21 12	47001.60	0.00	581.37	0.00	21.26	21.26	804.10
1994 04 22 12	47001.60	0.00	590.64	0.00	18.00	18.00	628.80
1994 04 23 12	47347.20	0.00	573.03	0.00	15.16	15.16	547.08
1994 04 24 12	47347.20	3.98	381.76	0.00	8.58	8.58	612.10
1994 04 25 12	47347.20	1.43	382.30	0.00	7.36	7.36	677.91
1994 04 26 12	47692.80	0.64	424.56	0.00	7.12	7.12	681.04
1994 04 27 12	47692.80	0.32	561.81	0.00	8.14	8.14	682.92
1994 04 28 12	47692.80	0.34	581.02	0.00	10.17	10.17	695.54
1994 04 29 12	48038.40	0.09	578.71	0.00	13.39	13.39	638.75
1994 04 30 12	48038.40	0.00	585.21	0.00	14.95	14.95	528.21
1994 05 01 12	48038.40	0.00	596.17	0.00	15.44	15.44	588.53
1994 05 02 12	48384.00	0.00	590.43	0.00	16.71	16.71	585.43
1994 05 03 12	48384.00	0.00	590.57	0.00	18.33	18.33	575.52
1994 05 04 12	48384.00	0.00	575.12	0.00	19.35	19.35	617.53
1994 05 05 12	48384.00	0.00	386.98	0.00	17.90	17.90	726.97
1994 05 06 12	48729.60	0.04	582.75	0.00	13.26	13.26	724.17
1994 05 07 12	48729.60	0.25	586.63	0.00	12.00	12.00	743.98
1994 05 08 12	48729.60	0.09	528.13	0.00	13.25	13.25	715.22
1994 05 09 12	49075.20	0.00	585.71	0.00	15.32	15.32	833.33
1994 05 10 12	49075.20	0.00	586.19	0.00	18.73	18.73	799.08
1994 05 11 12	49075.20	0.01	578.61	0.00	21.00	21.00	822.49
1994 05 12 12	49075.20	0.00	585.89	0.00	20.88	20.88	967.09
1994 05 13 12	49420.80	0.00	593.22	0.00	20.03	20.03	804.80
1994 05 14 12	49420.80	0.00	594.82	0.00	20.32	20.32	668.39
1994 05 15 12	49420.80	0.00	598.16	0.00	20.03	20.03	887.26
1994 05 16 12	49762.57	0.00	598.67	0.00	16.37	16.37	726.68
1994 05 17 12	49766.40	0.04	514.25	0.00	12.00	12.00	603.29
1994 05 18 12	49766.40	0.23	581.53	0.00	10.48	10.48	712.39
1994 05 19 12	49766.40	0.00	602.69	0.00	11.41	11.41	680.20
1994 05 20 12	49766.40	0.00	609.88	0.00	14.73	14.73	557.73
1994 05 21 12	50112.00	0.00	605.35	0.00	18.26	18.26	411.20
1994 05 22 12	50112.00	0.00	598.64	0.00	19.06	19.06	430.02
1994 05 23 12	50112.00	0.00	565.32	0.00	20.05	20.05	653.74
1994 05 24 12	50112.00	0.73	547.10	0.00	21.67	21.67	911.37
1994 05 25 12	50457.60	0.06	484.73	0.00	18.13	18.13	931.67
1994 05 26 12	50457.60	0.00	589.05	0.00	18.20	18.20	980.15
1994 05 27 12	50457.60	0.00	542.85	0.00	19.63	19.63	947.08
1994 05 28 12	50457.60	0.00	511.48	0.00	23.10	23.10	674.78
1994 05 29 12	50457.60	0.00	478.25	0.00	24.13	24.13	624.43
1994 05 30 12	50457.60	0.00	428.92	0.00	25.34	25.34	625.29
1994 05 31 12	50803.20	0.01	559.67	0.00	21.64	21.64	755.71
1994 06 01 12	50803.20	0.00	591.85	0.00	23.31	23.31	676.54
1994 06 02 12	50803.20	0.00	583.34	0.00	25.56	25.56	718.68
1994 06 03 12	50803.20	0.00	574.14	0.00	26.39	26.39	612.55
1994 06 04 12	50803.20	0.00	589.61	0.00	24.94	24.94	599.34
1994 06 05 12	50803.20	0.00	594.95	0.00	23.09	23.09	611.16
1994 06 06 12	50803.20	0.00	592.82	0.00	21.10	21.10	704.27
1994 06 07 12	51148.80	0.00	592.36	0.00	21.19	21.19	654.14
1994 06 08 12	51148.80	0.00	585.72	0.00	23.66	23.66	739.14
1994 06 09 12	51148.80	0.00	584.05	0.00	26.89	26.89	857.57
1994 06 10 12	51148.80	0.00	587.37	0.00	28.38	28.38	837.41
1994 06 11 12	51148.80	0.00	575.45	0.00	28.12	28.12	982.02
1994 06 12 12	51148.80	0.00	588.87	0.00	26.29	26.29	686.78
1994 06 13 12	51148.80	0.00	590.54	0.00	25.36	25.36	836.63
1994 06 14 12	51148.80	0.00	585.03	0.00	24.81	24.81	872.74
1994 06 15 12	51148.80	0.00	586.28	0.00	20.95	20.95	989.78
1994 06 16 12	51148.80	0.00	587.37	0.00	21.09	21.09	779.56
1994 06 17 12	51148.80	0.00	588.64	0.00	23.79	23.79	610.17
1994 06 18 12	51148.80	0.00	590.45	0.00	25.27	25.27	518.05
1994 06 19 12	51148.80	0.00	588.10	0.00	26.19	26.19	527.83
1994 06 20 12	51148.80	0.00	560.70	0.00	27.12	27.12	574.91
1994 06 21 12	51148.80	0.00	574.11	0.00	27.43	27.43	748.66
1994 06 22 12	51148.80	0.00	578.72	0.00	28.30	28.30	889.76
1994 06 23 12	51148.80	0.00	585.88	0.00	29.77	29.77	760.87
1994 06 24 12	51148.80	0.00	586.74	0.00	30.56	30.56	765.74
1994 06 25 12	51148.80	0.00	585.56	0.00	30.23	30.23	720.16
1994 06 26 12	51148.80	0.00	574.92	0.00	31.86	31.86	742.72
1994 06 27 12	51148.80	0.00	522.71	0.00	33.94	33.94	759.26
1994 06 28 12	51148.80	0.00	575.59	0.00	32.54	32.54	859.72
1994 06 29 12	51148.80	0.00	575.18	0.00	33.43	33.43	1048.94
1994 06 30 12	51148.80	0.06	560.33	0.00	31.93	31.93	1288.90
1994 07 01 12	51148.80	0.09	489.14	0.00	30.40	30.40	1267.98
1994 07 02 12	51148.80	0.00	569.41	0.00	29.14	29.14	1111.69
1994 07 03 12	51148.80	0.00	579.96	0.00	27.68	27.68	838.29
1994 07 04 12	51148.80	0.00	580.90	0.00	25.07	25.07	827.31
1994 07 05 12	51148.80	0.00	578.93	0.00	24.02	24.02	747.14
1994 07 06 12	51148.80	0.00	579.06	0.00	24.47	24.47	759.38
1994 07 07 12	50803.20	0.00	584.67	0.00	27.36	27.36	701.38
1994 07 08 12	50803.20	0.00	578.35	0.00	29.07	29.07	800.83
1994 07 09 12	50803.20	0.00	573.29	0.00	29.71	29.71	1015.93
1994 07 10 12	50803.20	0.00	575.33	0.00	29.37	29.37	846.12
1994 07 11 12	50803.20	0.00	580.96	0.00	28.70	28.70	503.09
1994 07 12 12	50803.20	0.00	575.55	0.00	27.93	27.93	634.80
1994 07 13 12	50803.20	0.00	576.31	0.00	27.21	27.21	702.46
1994 07 14 12	50457.60	0.00	578.54	0.00	27.07	27.07	770.33
1994 07 15 12	50457.60	0.00	580.68	0.00	27.44	27.44	859.72
1994 07 16 12	50457.60	0.00	560.23	0.00	27.73	27.73	672.20
1994 07 17 12	50457.60	0.00	532.31	0.00	28.88	28.88	918.05
1994 07 18 12	50457.60	0.00	556.40	0.00	26.98	26.98	996.79
1994 07 19 12	50112.00	0.00	561.88	0.00	25.95	25.95	944.35
1994 07 20 12	50112.00	0.00	563.39	0.00	26.52	26.52	833.80
1994 07 21 12	50112.00	0.00	562.09	0.00	27.58	27.58	880.59
1994 07 22 12	50112.00	0.00	566.23	0.00	27.88	27.88	783.48
1994 07 23 12	50112.00	0.00	567.42	0.00	28.32	28.32	820.72
1994 07 24 12	49766.40	0.00	561.57	0.00	29.42	29.42	855.69
1994 07 25 12	49766.40	0.00	569.62	0.00	29.22	29.22	668.37
1994 07 26 12	49766.40	0.00	572.18	0.00	30.44	30.44	616.71
1994 07 27 12	49766.40	0.00	399.33	0.00	30.65	30.65	678.11
1994 07 28 12	49420.80	0.00	509.90	0.00	30.48	30.48	922.42
1994 07 29 12	49420.80	0.00	495.55	0.00	29.30	29.30	1023.54
1994 07 30 12	49420.80	0.00	537.40	0.00	28.07	28.07	976.43
1994 07 31 12	49420.80	0.00	567.50	0.00	27.94	27.94	817.50
1994 08 01 12	49075.20	0.00	569.14	0.00	28.78	28.78	772.49
1994 08 02 12	49075.20	0.00	567.87	0.00	29.19	29.19	700.85
1994 08 03 12	49075.20	0.00	572.45	0.00	28.99	28.99	618.21
1994 08 04 12	48729.60	0.00	572.46	0.00	28.63	28.63	552.90
1994 08 05 12	48729.60	0.00	559.71	0.00	31.18	31.18	708.51
1994 08 06 12	48729.60	0.44	548.99	0.00	32.57	32.57	946.26
1994 08 07 12	48729.60	1.14	493.29	0.00	30.54	30.54	771.60
1994 08 08 12	48384.00	1.15	387.39	0.00	27.51	27.51	848.95
1994 08 09 12	48384.00	0.00	546.92	0.00	26.96	26.96	1242.58
1994 08 10 12	48384.00	0.58	521.11	0.00	29.84	29.84	1373.68
1994 08 11 12	48038.40	1.26	532.83	0.00	31.24	31.24	1208.71
1994 08 12 12	48038.40	1.71	453.14	0.00	31.04	31.04	1285.24
1994 08 13 12	48038.40	0.02	540.44	0.00	29.87	29.87	1593.61
1994 08 14 12	47692.80	0.11	538.27	0.00	31.26	31.26	1353.64
1994 08 15 12	47692.80	0.00	545.69	0.00	31.59	31.59	1245.68
1994 08 16 12	47692.80	0.26	516.88	0.00	31.50	31.50	1210.17
1994 08 17 12	47347.20	0.27	493.38	0.00	28.91	28.91	1299.82
1994 08 18 12	47347.20	0.00	539.11	0.00	28.34	28.34	1493.01
1994 08 19 12	47347.20	0.00	543.05	0.00	28.64	28.64	1325.92
1994 08 20 12	47001.60	0.00	553.95	0.00	28.92	28.92	1116.48
1994 08 21 12	47001.60	0.00	558.86	0.00	28.18	28.18	818.97
1994 08 22 12	47001.60	0.00	556.99	0.00	25.64	25.64	728.78
1994 08 23 12	46656.00	0.00	557.17	0.00	26.20	26.20	533.52
1994 08 24 12	46656.00	0.00	548.67	0.00	28.28	28.28	621.34
1994 08 25 12	46656.00	0.00	546.62	0.00	29.00	29.00	617.34
1994 08 26 12	46310.40	0.30	467.87	0.00	29.61	29.61	922.86
1994 08 27 12	46310.40	1.66	532.57	0.00	27.91	27.91	1238.75
1994 08 28 12	46310.40	0.00	542.93	0.00	27.78	27.78	811.67
1994 08 29 12	45964.80	0.00	546.76	0.00	28.15	28.15	776.75
1994 08 30 12	45964.80	0.00	548.75	0.00	26.49	26.49	662.94
1994 08 31 12	45964.80	0.00	537.61	0.00	25.87	25.87	703.11
1994 09 01 12	45619.20	0.00	544.17	0.00	25.00	25.00	717.99
1994 09 02 12	45619.20	0.00	545.52	0.00	24.24	24.24	779.95
1994 09 03 12	45615.37	0.00	536.42	0.00	25.13	25.13	549.99
1994 09 04 12	45273.60	0.00	529.60	0.00	25.92	25.92	778.76
1994 09 05 12	45273.60	0.50	516.27	0.00	27.23	27.23	1157.88
1994 09 06 12	44928.00	0.04	523.38	0.00	27.85	27.85	1223.18
1994 09 07 12	44928.00	0.00	524.57	0.00	28.19	28.19	1050.69
1994 09 08 12	44928.00	0.00	533.25	0.00	27.87	27.87	736.31
1994 09 09 12	44582.40	0.00	513.66	0.00	27.85	27.85	614.81
1994 09 10 12	44582.40	0.00	526.53	0.00	27.34	27.34	676.01
1994 09 11 12	44582.40	0.00	527.39	0.00	24.00	24.00	575.39
1994 09 12 12	44236.80	0.00	533.69	0.00	19.59	19.59	578.12
1994 09 13 12	44236.80	0.00	530.11	0.00	16.64	16.64	786.37
1994 09 14 12	43891.20	0.00	533.84	0.00	18.69	18.69	614.91
1994 09 15 12	43891.20	0.00	532.47	0.00	22.92	22.92	485.38
1994 09 16 12	43891.20	0.00	504.42	0.00	24.77	24.77	449.58
1994 09 17 12	43545.60	0.00	503.56	0.00	25.04	25.04	631.72
1994 09 18 12	43545.60	0.00	498.28	0.00	25.09	25.09	720.67
1994 09 19 12	43545.60	0.00	517.01	0.00	24.40	24.40	770.06
1994 09 20 12	43200.00	0.00	518.84	0.00	23.17	23.17	641.81
1994 09 21 12	43200.00	0.00	502.87	0.00	21.73	21.73	849.82
1994 09 22 12	42854.40	0.00	490.86	0.00	22.75	22.75	1218.45
1994 09 23 12	42854.40	0.00	465.73	0.00	23.66	23.66	1263.85
1994 09 24 12	42854.40	0.00	463.71	0.00	23.12	23.12	1290.58
1994 09 25 12	42508.80	0.00	498.49	0.00	23.01	23.01	727.05
