  36.55
3333.00
  93717492
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 10 24 12	38707.20	0.00	409.38	0.00	4.56	4.56	245.45
1993 10 25 12	38361.60	1.17	349.42	0.00	3.48	3.48	227.72
1993 10 26 12	38361.60	1.38	189.06	0.00	-0.38	-0.38	312.52
1993 10 27 12	38016.00	0.00	410.91	0.00	-4.08	-4.08	223.89
1993 10 28 12	38016.00	0.00	396.31	0.00	-0.55	-0.55	210.64
1993 10 29 12	38016.00	14.71	157.46	0.00	-4.00	-4.00	284.10
1993 10 30 12	37670.40	1.38	400.61	0.00	-7.84	-7.84	201.09
1993 10 31 12	37670.40	0.97	377.16	0.00	-2.34	-2.34	214.94
1993 11 01 12	37670.40	0.00	316.38	0.00	0.37	0.37	276.18
1993 11 02 12	37324.80	0.30	311.80	0.00	-1.94	-1.94	311.69
1993 11 03 12	37324.80	0.00	373.00	0.00	-1.50	-1.50	223.28
1993 11 04 12	37324.80	0.00	370.69	0.00	0.05	0.05	226.61
1993 11 05 12	36979.20	0.00	341.76	0.00	-3.62	-3.62	200.53
1993 11 06 12	36979.20	0.53	375.73	0.00	-6.27	-6.27	138.36
1993 11 07 12	36979.20	0.00	366.88	0.00	-3.71	-3.71	142.81
1993 11 08 12	36633.60	0.00	371.33	0.00	-3.04	-3.04	144.73
1993 11 09 12	36633.60	0.29	368.59	0.00	-2.38	-2.38	114.81
1993 11 10 12	36633.60	0.34	320.64	0.00	-1.16	-1.16	155.55
1993 11 11 12	36288.00	0.24	262.47	0.00	0.90	0.90	251.07
1993 11 12 12	36288.00	23.21	316.71	0.00	-2.87	-2.87	375.68
1993 11 13 12	36288.00	0.90	283.98	0.00	-4.99	-4.99	318.98
1993 11 14 12	36288.00	27.71	280.71	0.00	-5.81	-5.81	338.04
1993 11 15 12	35942.40	0.23	290.99	0.00	-7.56	-7.56	262.84
1993 11 16 12	35942.40	0.21	348.84	0.00	-5.28	-5.28	299.97
1993 11 17 12	35942.40	0.00	299.21	0.00	-4.10	-4.10	226.20
1993 11 18 12	35663.02	0.00	338.12	0.00	-1.99	-1.99	237.31
1993 11 19 12	35596.80	0.00	342.36	0.00	-4.02	-4.02	242.15
1993 11 20 12	35596.80	0.00	346.91	0.00	-4.31	-4.31	191.50
1993 11 21 12	35596.80	0.16	338.98	0.00	-3.04	-3.04	177.22
1993 11 22 12	35317.41	22.18	270.20	0.00	-1.13	-1.13	269.18
1993 11 23 12	35251.20	2.36	248.62	0.00	-0.34	-0.34	471.28
1993 11 24 12	35251.20	0.52	317.74	0.00	-3.42	-3.42	328.95
1993 11 25 12	35251.20	0.00	330.39	0.00	-10.11	-10.11	129.25
1993 11 26 12	35251.20	0.00	329.63	0.00	-13.23	-13.23	89.72
1993 11 27 12	34905.60	0.00	334.52	0.00	-9.80	-9.80	117.45
1993 11 28 12	34905.60	0.00	304.31	0.00	-4.30	-4.30	131.68
1993 11 29 12	34905.60	0.00	320.47	0.00	-2.02	-2.02	186.73
1993 11 30 12	34905.60	0.00	310.57	0.00	-2.62	-2.62	213.91
1993 12 01 12	34905.60	0.00	303.76	0.00	-2.86	-2.86	279.17
1993 12 02 12	34626.21	0.20	305.86	0.00	-3.59	-3.59	212.61
1993 12 03 12	34560.00	1.64	236.66	0.00	-6.86	-6.86	213.11
1993 12 04 12	34560.00	0.20	301.95	0.00	-6.51	-6.51	186.44
1993 12 05 12	34560.00	0.24	304.06	0.00	-4.55	-4.55	205.19
1993 12 06 12	34560.00	0.29	295.81	0.00	-4.67	-4.67	150.16
1993 12 07 12	34560.00	0.34	298.90	0.00	-3.82	-3.82	182.33
1993 12 08 12	34560.00	0.00	291.49	0.00	-2.83	-2.83	167.14
1993 12 09 12	34530.14	0.00	292.18	0.00	-1.79	-1.79	190.09
1993 12 10 12	34214.40	0.42	295.04	0.00	-2.22	-2.22	205.24
1993 12 11 12	34214.40	0.50	270.24	0.00	-1.02	-1.02	194.21
1993 12 12 12	34214.40	9.37	222.63	0.00	-3.31	-3.31	289.43
1993 12 13 12	34214.40	2.46	300.73	0.00	-8.22	-8.22	235.53
1993 12 14 12	34214.40	0.80	297.35	0.00	-7.23	-7.23	147.64
1993 12 15 12	34214.40	0.95	184.78	0.00	-5.86	-5.86	172.25
1993 12 16 12	34214.40	5.19	225.98	0.00	-10.27	-10.27	203.78
1993 12 17 12	34214.40	0.37	295.92	0.00	-10.51	-10.51	188.16
1993 12 18 12	34214.40	0.17	265.69	0.00	-7.63	-7.63	154.01
1993 12 19 12	34214.40	0.41	235.71	0.00	-6.15	-6.15	178.96
1993 12 20 12	34214.40	2.37	298.02	0.00	-9.25	-9.25	220.74
1993 12 21 12	34214.40	0.00	301.77	0.00	-10.24	-10.24	142.47
1993 12 22 12	34214.40	2.75	300.70	0.00	-13.86	-13.86	154.75
1993 12 23 12	34214.40	0.05	254.87	0.00	-13.55	-13.55	147.01
1993 12 24 12	34214.40	0.00	293.94	0.00	-13.84	-13.84	148.89
1993 12 25 12	34214.40	0.00	297.64	0.00	-7.98	-7.98	177.46
1993 12 26 12	34214.40	0.00	294.95	0.00	-5.00	-5.00	188.80
1993 12 27 12	34214.40	0.00	251.30	0.00	-5.56	-5.56	229.92
1993 12 28 12	34214.40	0.00	293.38	0.00	-6.03	-6.03	317.68
1993 12 29 12	34214.40	0.00	295.93	0.00	-7.93	-7.93	242.55
1993 12 30 12	34214.40	0.00	298.63	0.00	-7.22	-7.22	218.13
1993 12 31 12	34214.40	0.00	296.46	0.00	-5.24	-5.24	207.95
1994 01 01 12	34280.61	0.00	278.41	0.00	-6.12	-6.12	195.74
1994 01 02 12	34560.00	0.00	290.84	0.00	-4.89	-4.89	182.52
1994 01 03 12	34560.00	0.00	282.63	0.00	-5.82	-5.82	161.68
1994 01 04 12	34560.00	0.15	277.91	0.00	-3.92	-3.92	220.42
1994 01 05 12	34560.00	0.18	257.19	0.00	-1.71	-1.71	250.30
1994 01 06 12	34560.00	3.15	146.88	0.00	-5.23	-5.23	206.34
1994 01 07 12	34560.00	0.00	298.56	0.00	-10.80	-10.80	108.08
1994 01 08 12	34560.00	0.00	297.17	0.00	-7.19	-7.19	117.84
1994 01 09 12	34875.74	0.00	294.87	0.00	-5.80	-5.80	138.05
1994 01 10 12	34905.60	0.22	280.06	0.00	-7.82	-7.82	138.30
1994 01 11 12	34905.60	0.00	289.19	0.00	-7.49	-7.49	120.47
1994 01 12 12	34905.60	0.15	302.95	0.00	-6.79	-6.79	130.96
1994 01 13 12	34905.60	0.18	302.02	0.00	-6.27	-6.27	150.63
1994 01 14 12	34971.82	0.00	305.48	0.00	-4.02	-4.02	164.57
1994 01 15 12	35251.20	0.00	293.14	0.00	-2.96	-2.96	146.72
1994 01 16 12	35251.20	0.33	254.05	0.00	-4.10	-4.10	217.53
1994 01 17 12	35251.20	0.00	305.74	0.00	-6.57	-6.57	139.86
1994 01 18 12	35251.20	0.14	311.21	0.00	-5.19	-5.19	189.33
1994 01 19 12	35596.80	0.00	314.79	0.00	-3.58	-3.58	177.26
1994 01 20 12	35596.80	0.00	316.36	0.00	-3.71	-3.71	161.58
1994 01 21 12	35596.80	0.22	317.39	0.00	-4.22	-4.22	173.41
1994 01 22 12	35596.80	0.00	324.98	0.00	-3.81	-3.81	170.42
1994 01 23 12	35942.40	0.00	317.51	0.00	-3.57	-3.57	187.45
1994 01 24 12	35942.40	0.00	313.93	0.00	-2.59	-2.59	222.92
1994 01 25 12	35942.40	0.00	321.98	0.00	-3.32	-3.32	259.82
1994 01 26 12	35942.40	7.82	202.32	0.00	-6.74	-6.74	266.33
1994 01 27 12	36288.00	2.13	266.75	0.00	-8.75	-8.75	258.26
1994 01 28 12	36288.00	0.58	257.07	0.00	-9.53	-9.53	224.36
1994 01 29 12	36288.00	0.00	290.62	0.00	-10.09	-10.09	229.15
1994 01 30 12	36633.60	6.42	214.05	0.00	-11.84	-11.84	199.05
1994 01 31 12	36633.60	0.00	261.43	0.00	-14.04	-14.04	114.37
1994 02 01 12	36633.60	0.15	370.85	0.00	-15.17	-15.17	111.15
1994 02 02 12	36949.34	0.50	363.29	0.00	-11.20	-11.20	148.48
1994 02 03 12	36979.20	1.21	357.25	0.00	-7.37	-7.37	203.24
1994 02 04 12	36979.20	2.04	241.32	0.00	-6.65	-6.65	265.96
1994 02 05 12	37045.41	1.80	340.32	0.00	-5.99	-5.99	303.07
1994 02 06 12	37324.80	0.00	364.52	0.00	-6.73	-6.73	205.75
1994 02 07 12	37324.80	0.00	323.29	0.00	-3.28	-3.28	240.47
1994 02 08 12	37391.02	10.82	238.86	0.00	-3.26	-3.26	345.50
1994 02 09 12	37670.40	2.35	365.55	0.00	-5.80	-5.80	256.70
1994 02 10 12	37670.40	1.05	365.49	0.00	-6.79	-6.79	247.09
1994 02 11 12	38016.00	0.53	264.89	0.00	-6.68	-6.68	255.99
1994 02 12 12	38016.00	2.48	256.08	0.00	-9.93	-9.93	206.78
1994 02 13 12	38016.00	1.20	404.43	0.00	-10.48	-10.48	159.95
1994 02 14 12	38361.60	1.42	388.62	0.00	-6.39	-6.39	171.49
1994 02 15 12	38361.60	0.00	404.56	0.00	-5.89	-5.89	176.96
1994 02 16 12	38361.60	0.00	369.08	0.00	-4.15	-4.15	204.54
1994 02 17 12	38707.20	0.00	335.08	0.00	-1.11	-1.11	275.22
1994 02 18 12	38707.20	23.73	234.66	0.00	-0.93	-0.93	340.65
1994 02 19 12	38707.20	0.00	292.23	0.00	-6.73	-6.73	188.58
1994 02 20 12	39052.80	1.64	404.31	0.00	-7.94	-7.94	183.17
1994 02 21 12	39052.80	1.27	332.41	0.00	-5.20	-5.20	233.40
1994 02 22 12	39398.40	1.51	260.56	0.00	-7.52	-7.52	231.01
1994 02 23 12	39398.40	1.51	415.58	0.00	-9.65	-9.65	143.09
1994 02 24 12	39398.40	0.00	420.80	0.00	-6.16	-6.16	158.65
1994 02 25 12	39744.00	0.00	416.83	0.00	-1.62	-1.62	239.90
1994 02 26 12	39744.00	0.00	422.33	0.00	-1.88	-1.88	281.69
1994 02 27 12	40089.60	0.00	401.38	0.00	-0.82	-0.82	308.82
1994 02 28 12	40089.60	4.08	340.74	0.00	-1.61	-1.61	298.58
1994 03 01 12	40089.60	2.29	411.43	0.00	-3.12	-3.12	282.22
1994 03 02 12	40435.20	0.00	419.02	0.00	-0.81	-0.81	252.33
1994 03 03 12	40435.20	0.00	417.28	0.00	1.44	1.44	261.41
1994 03 04 12	40780.80	0.00	423.52	0.00	1.95	1.95	279.97
1994 03 05 12	40780.80	0.00	419.56	0.00	1.92	1.92	269.97
1994 03 06 12	40780.80	0.00	392.29	0.00	1.69	1.69	289.73
1994 03 07 12	41126.40	1.09	338.65	0.00	1.26	1.26	318.81
1994 03 08 12	41126.40	42.02	347.90	0.00	-2.49	-2.49	364.78
1994 03 09 12	41472.00	2.72	433.96	0.00	-5.00	-5.00	281.77
1994 03 10 12	41472.00	0.00	413.59	0.00	-3.17	-3.17	222.69
1994 03 11 12	41472.00	0.00	377.59	0.00	-0.58	-0.58	255.42
1994 03 12 12	41817.60	4.56	311.09	0.00	-1.79	-1.79	325.49
1994 03 13 12	41817.60	0.00	448.90	0.00	-2.20	-2.20	263.47
1994 03 14 12	42163.20	0.00	449.16	0.00	-1.22	-1.22	251.41
1994 03 15 12	42163.20	0.00	449.68	0.00	1.56	1.56	301.24
1994 03 16 12	42508.80	0.00	438.59	0.00	3.76	3.76	335.42
1994 03 17 12	42508.80	0.00	442.20	0.00	4.57	4.57	361.61
1994 03 18 12	42508.80	0.10	423.44	0.00	3.83	3.83	334.62
1994 03 19 12	42854.40	0.81	421.76	0.00	4.83	4.83	436.30
1994 03 20 12	42854.40	3.27	373.69	0.00	2.42	2.42	395.34
1994 03 21 12	43200.00	0.12	457.33	0.00	-0.01	-0.01	294.28
1994 03 22 12	43200.00	0.00	456.73	0.00	2.10	2.10	291.81
1994 03 23 12	43200.00	0.00	464.37	0.00	0.94	0.94	272.95
1994 03 24 12	43545.60	0.00	416.60	0.00	0.58	0.58	272.66
1994 03 25 12	43545.60	6.33	297.34	0.00	0.32	0.32	329.11
1994 03 26 12	43891.20	10.92	397.78	0.00	-0.92	-0.92	317.08
1994 03 27 12	43891.20	23.52	352.95	0.00	-7.57	-7.57	263.28
1994 03 28 12	43891.20	2.86	466.00	0.00	-9.92	-9.92	203.58
1994 03 29 12	44236.80	0.95	466.88	0.00	-4.22	-4.22	267.43
1994 03 30 12	44236.80	0.94	475.06	0.00	-2.99	-2.99	291.53
1994 03 31 12	44582.40	0.00	481.83	0.00	0.66	0.66	230.78
1994 04 01 12	44582.40	0.00	459.55	0.00	2.95	2.95	255.62
1994 04 02 12	44928.00	0.57	364.69	0.00	2.13	2.13	301.77
1994 04 03 12	44928.00	0.00	457.03	0.00	1.76	1.76	304.63
1994 04 04 12	44928.00	0.00	437.40	0.00	3.73	3.73	280.85
1994 04 05 12	45273.60	29.05	397.04	0.00	-1.97	-1.97	279.86
1994 04 06 12	45273.60	7.93	437.11	0.00	-4.29	-4.29	241.98
1994 04 07 12	45619.20	0.81	278.45	0.00	0.40	0.40	269.48
1994 04 08 12	45619.20	0.93	388.95	0.00	1.07	1.07	301.19
1994 04 09 12	45619.20	21.56	358.30	0.00	0.76	0.76	365.27
1994 04 10 12	45964.80	12.88	283.62	0.00	-1.90	-1.90	329.11
1994 04 11 12	45964.80	15.61	399.47	0.00	-3.78	-3.78	334.02
1994 04 12 12	46310.40	0.06	479.03	0.00	-1.58	-1.58	272.12
1994 04 13 12	46310.40	0.00	472.27	0.00	2.30	2.30	270.69
1994 04 14 12	46310.40	0.00	487.80	0.00	4.69	4.69	313.37
1994 04 15 12	46656.00	0.00	489.77	0.00	4.67	4.67	311.12
1994 04 16 12	46656.00	0.38	492.63	0.00	6.82	6.82	282.91
1994 04 17 12	47001.60	0.44	489.35	0.00	8.47	8.47	307.24
1994 04 18 12	47001.60	0.05	442.51	0.00	9.90	9.90	327.41
1994 04 19 12	47001.60	0.67	445.95	0.00	10.93	10.93	342.51
1994 04 20 12	47347.20	0.93	439.77	0.00	10.06	10.06	365.20
1994 04 21 12	47347.20	0.25	467.03	0.00	9.91	9.91	378.52
1994 04 22 12	47626.59	1.22	442.87	0.00	8.51	8.51	457.21
1994 04 23 12	47692.80	8.67	449.96	0.00	8.57	8.57	497.71
1994 04 24 12	47692.80	1.35	493.04	0.00	7.61	7.61	413.64
1994 04 25 12	48038.40	12.01	249.80	0.00	1.90	1.90	315.02
1994 04 26 12	48038.40	4.22	306.62	0.00	-1.49	-1.49	293.54
1994 04 27 12	48038.40	9.46	360.42	0.00	-0.24	-0.24	318.70
1994 04 28 12	48384.00	8.54	476.29	0.00	-1.94	-1.94	273.81
1994 04 29 12	48384.00	13.34	401.23	0.00	0.06	0.06	322.55
1994 04 30 12	48384.00	2.36	480.23	0.00	-0.54	-0.54	314.67
1994 05 01 12	48729.60	0.61	489.28	0.00	3.77	3.77	335.64
1994 05 02 12	48729.60	0.46	442.26	0.00	3.98	3.98	315.12
1994 05 03 12	49008.98	0.13	402.83	0.00	4.28	4.28	313.61
1994 05 04 12	49075.20	0.86	527.83	0.00	6.02	6.02	378.59
1994 05 05 12	49075.20	0.15	531.10	0.00	9.82	9.82	404.99
1994 05 06 12	49354.59	0.00	535.42	0.00	10.48	10.48	362.16
1994 05 07 12	49420.80	0.00	480.02	0.00	8.80	8.80	344.02
1994 05 08 12	49420.80	0.00	546.73	0.00	6.84	6.84	310.72
1994 05 09 12	49450.66	9.56	385.84	0.00	5.85	5.85	420.40
1994 05 10 12	49766.40	4.27	408.75	0.00	4.44	4.44	474.31
1994 05 11 12	49766.40	2.79	516.76	0.00	5.71	5.71	513.07
1994 05 12 12	49766.40	15.58	428.80	0.00	6.81	6.81	567.26
1994 05 13 12	50112.00	4.14	456.30	0.00	6.88	6.88	541.18
1994 05 14 12	50112.00	2.15	522.98	0.00	7.67	7.67	489.51
1994 05 15 12	50112.00	2.26	509.47	0.00	9.33	9.33	503.90
1994 05 16 12	50457.60	2.35	522.19	0.00	10.57	10.57	530.08
1994 05 17 12	50457.60	1.00	526.17	0.00	10.18	10.18	433.10
1994 05 18 12	50457.60	0.00	521.06	0.00	10.83	10.83	451.18
1994 05 19 12	50457.60	6.81	506.68	0.00	10.71	10.71	566.09
1994 05 20 12	50803.20	4.86	540.88	0.00	9.09	9.09	465.09
1994 05 21 12	50803.20	1.33	550.05	0.00	8.14	8.14	321.26
1994 05 22 12	50803.20	0.22	520.75	0.00	10.30	10.30	412.40
1994 05 23 12	50803.20	0.64	532.24	0.00	10.30	10.30	493.58
1994 05 24 12	51148.80	1.01	510.79	0.00	11.20	11.20	465.30
1994 05 25 12	51148.80	14.16	376.67	0.00	8.78	8.78	614.59
1994 05 26 12	51148.80	2.80	436.06	0.00	5.67	5.67	519.19
1994 05 27 12	51148.80	2.17	530.26	0.00	6.70	6.70	540.53
1994 05 28 12	51428.18	1.30	502.97	0.00	10.13	10.13	535.26
1994 05 29 12	51494.40	1.04	542.56	0.00	11.05	11.05	488.53
1994 05 30 12	51494.40	0.00	532.08	0.00	12.88	12.88	463.32
1994 05 31 12	51494.40	0.95	470.11	0.00	13.38	13.38	536.97
1994 06 01 12	51494.40	1.07	522.06	0.00	13.74	13.74	594.08
1994 06 02 12	51524.26	0.00	532.96	0.00	13.14	13.14	485.09
1994 06 03 12	51840.00	1.05	501.31	0.00	13.58	13.58	670.84
1994 06 04 12	51840.00	0.01	520.09	0.00	11.71	11.71	493.92
1994 06 05 12	51840.00	0.00	537.29	0.00	11.55	11.55	405.89
1994 06 06 12	51840.00	0.30	536.30	0.00	13.22	13.22	370.21
1994 06 07 12	51840.00	0.00	533.20	0.00	12.90	12.90	381.93
1994 06 08 12	51840.00	0.00	540.16	0.00	12.60	12.60	353.37
1994 06 09 12	51840.00	0.00	537.74	0.00	12.60	12.60	360.63
1994 06 10 12	52119.39	0.30	529.33	0.00	13.64	13.64	435.29
1994 06 11 12	52185.60	0.00	526.88	0.00	14.54	14.54	420.98
1994 06 12 12	52185.60	0.00	518.62	0.00	15.68	15.68	418.06
1994 06 13 12	52185.60	0.46	526.67	0.00	15.52	15.52	435.14
1994 06 14 12	52185.60	0.00	536.04	0.00	14.77	14.77	416.19
1994 06 15 12	52185.60	0.00	536.01	0.00	13.81	13.81	371.03
1994 06 16 12	52185.60	0.00	538.63	0.00	13.66	13.66	330.97
1994 06 17 12	52185.60	0.00	533.41	0.00	15.18	15.18	401.82
1994 06 18 12	52185.60	1.11	512.25	0.00	15.91	15.91	489.86
1994 06 19 12	52185.60	4.73	490.54	0.00	14.04	14.04	687.45
1994 06 20 12	52185.60	5.09	409.29	0.00	11.89	11.89	722.29
1994 06 21 12	52185.60	4.02	475.30	0.00	13.56	13.56	729.84
1994 06 22 12	52185.60	5.52	501.16	0.00	13.61	13.61	734.50
1994 06 23 12	52185.60	0.84	524.85	0.00	13.87	13.87	576.86
1994 06 24 12	52185.60	0.00	533.59	0.00	16.67	16.67	514.90
1994 06 25 12	52185.60	0.00	530.19	0.00	18.47	18.47	473.05
1994 06 26 12	52185.60	0.00	536.04	0.00	19.16	19.16	461.65
1994 06 27 12	52185.60	0.00	529.11	0.00	19.23	19.23	496.39
1994 06 28 12	52185.60	0.00	523.76	0.00	18.51	18.51	488.93
1994 06 29 12	52185.60	0.00	474.58	0.00	17.71	17.71	498.04
1994 06 30 12	52185.60	0.00	529.17	0.00	17.73	17.73	460.99
1994 07 01 12	52185.60	0.00	457.20	0.00	18.28	18.28	455.66
1994 07 02 12	52185.60	0.00	434.41	0.00	17.34	17.34	482.01
1994 07 03 12	51869.86	0.34	467.63	0.00	16.43	16.43	509.56
1994 07 04 12	51840.00	0.00	472.20	0.00	15.69	15.69	457.00
1994 07 05 12	51840.00	0.00	474.07	0.00	15.06	15.06	361.81
1994 07 06 12	51840.00	0.00	476.27	0.00	15.00	15.00	375.77
1994 07 07 12	51840.00	0.34	478.03	0.00	13.37	13.37	323.69
1994 07 08 12	51840.00	0.00	468.51	0.00	12.76	12.76	472.72
1994 07 09 12	51840.00	0.62	462.49	0.00	15.26	15.26	508.74
1994 07 10 12	51773.79	0.37	463.64	0.00	16.41	16.41	433.82
1994 07 11 12	51494.40	0.71	454.00	0.00	17.43	17.43	435.00
1994 07 12 12	51494.40	1.79	457.29	0.00	16.62	16.62	474.34
1994 07 13 12	51494.40	0.34	450.21	0.00	16.09	16.09	384.30
1994 07 14 12	51494.40	0.00	463.43	0.00	15.79	15.79	421.53
1994 07 15 12	51494.40	0.78	456.55	0.00	16.21	16.21	552.64
1994 07 16 12	51148.80	0.53	467.28	0.00	16.49	16.49	461.91
1994 07 17 12	51148.80	0.00	453.96	0.00	15.96	15.96	449.81
1994 07 18 12	51148.80	2.22	397.55	0.00	14.75	14.75	675.41
1994 07 19 12	51148.80	1.55	440.52	0.00	14.54	14.54	694.06
1994 07 20 12	51082.59	0.50	407.58	0.00	15.06	15.06	689.64
1994 07 21 12	50803.20	0.22	451.16	0.00	15.25	15.25	699.45
1994 07 22 12	50803.20	3.18	436.76	0.00	15.86	15.86	665.85
1994 07 23 12	50803.20	0.56	417.32	0.00	16.36	16.36	686.15
1994 07 24 12	50803.20	0.11	447.48	0.00	16.65	16.65	626.41
1994 07 25 12	50457.60	0.12	453.45	0.00	16.58	16.58	667.78
1994 07 26 12	50457.60	0.93	449.15	0.00	16.82	16.82	715.24
1994 07 27 12	50457.60	4.14	431.28	0.00	15.74	15.74	798.73
1994 07 28 12	50141.86	1.67	440.18	0.00	15.78	15.78	684.77
1994 07 29 12	50112.00	3.25	427.21	0.00	15.36	15.36	731.27
1994 07 30 12	50112.00	5.17	430.10	0.00	15.53	15.53	717.95
1994 07 31 12	50112.00	4.99	448.99	0.00	16.32	16.32	813.98
1994 08 01 12	49766.40	6.02	416.19	0.00	16.97	16.97	765.46
1994 08 02 12	49766.40	3.32	418.38	0.00	15.25	15.25	813.21
1994 08 03 12	49766.40	0.36	440.38	0.00	15.25	15.25	780.13
1994 08 04 12	49420.80	1.12	450.90	0.00	15.31	15.31	770.40
1994 08 05 12	49420.80	2.88	444.91	0.00	12.83	12.83	703.92
1994 08 06 12	49420.80	0.42	429.42	0.00	14.79	14.79	630.21
1994 08 07 12	49075.20	0.00	450.94	0.00	17.51	17.51	525.46
1994 08 08 12	49075.20	1.20	448.98	0.00	17.09	17.09	619.66
1994 08 09 12	49075.20	0.96	432.94	0.00	15.92	15.92	704.63
1994 08 10 12	48729.60	0.44	455.03	0.00	16.05	16.05	672.64
1994 08 11 12	48729.60	2.65	436.35	0.00	16.26	16.26	786.24
1994 08 12 12	48729.60	2.22	413.84	0.00	15.51	15.51	754.88
1994 08 13 12	48384.00	0.31	449.47	0.00	16.21	16.21	669.93
1994 08 14 12	48384.00	5.80	408.71	0.00	14.30	14.30	821.85
1994 08 15 12	48384.00	5.32	428.65	0.00	11.69	11.69	831.39
1994 08 16 12	48038.40	0.00	452.79	0.00	14.47	14.47	749.00
1994 08 17 12	48038.40	0.76	449.91	0.00	17.26	17.26	642.85
1994 08 18 12	47692.80	1.19	437.39	0.00	18.29	18.29	602.65
1994 08 19 12	47692.80	3.69	394.21	0.00	16.27	16.27	660.77
1994 08 20 12	47692.80	10.09	413.22	0.00	14.12	14.12	770.02
1994 08 21 12	47347.20	1.70	438.50	0.00	13.34	13.34	731.32
1994 08 22 12	47347.20	6.13	440.97	0.00	14.52	14.52	760.20
1994 08 23 12	47347.20	0.40	443.32	0.00	15.71	15.71	558.48
1994 08 24 12	47001.60	2.02	429.03	0.00	16.70	16.70	680.13
1994 08 25 12	47001.60	1.37	433.52	0.00	15.63	15.63	743.87
1994 08 26 12	46656.00	2.40	426.60	0.00	16.36	16.36	689.90
1994 08 27 12	46656.00	0.00	441.47	0.00	16.02	16.02	665.40
1994 08 28 12	46656.00	3.72	429.38	0.00	15.17	15.17	698.54
1994 08 29 12	46310.40	1.14	436.99	0.00	15.48	15.48	703.37
1994 08 30 12	46310.40	5.93	400.22	0.00	14.87	14.87	699.78
1994 08 31 12	45964.80	13.95	352.63	0.00	11.85	11.85	750.11
1994 09 01 12	45964.80	14.30	377.05	0.00	10.35	10.35	751.39
1994 09 02 12	45964.80	1.42	439.59	0.00	12.20	12.20	787.61
1994 09 03 12	45619.20	3.17	370.97	0.00	11.99	11.99	811.43
1994 09 04 12	45619.20	3.30	472.68	0.00	11.30	11.30	770.72
1994 09 05 12	45273.60	2.85	458.98	0.00	12.86	12.86	629.21
1994 09 06 12	45273.60	8.75	451.40	0.00	12.34	12.34	708.29
1994 09 07 12	45273.60	0.00	463.52	0.00	12.02	12.02	630.89
1994 09 08 12	44928.00	0.66	476.01	0.00	12.45	12.45	562.23
1994 09 09 12	44928.00	0.30	465.10	0.00	13.65	13.65	524.70
1994 09 10 12	44582.40	0.00	453.19	0.00	13.85	13.85	561.88
1994 09 11 12	44582.40	0.00	459.71	0.00	13.29	13.29	622.95
1994 09 12 12	44582.40	1.94	434.58	0.00	12.23	12.23	698.30
1994 09 13 12	44236.80	8.64	382.98	0.00	11.15	11.15	760.52
1994 09 14 12	44236.80	5.73	454.59	0.00	10.15	10.15	669.36
1994 09 15 12	43891.20	1.00	475.42	0.00	7.39	7.39	354.26
1994 09 16 12	43891.20	0.36	462.45	0.00	7.67	7.67	371.78
1994 09 17 12	43545.60	0.52	444.88	0.00	9.32	9.32	406.43
1994 09 18 12	43545.60	2.34	437.46	0.00	10.14	10.14	471.27
